,exp,edu,scale,avgsalary,lnsalary,city,type,industry
7250,无工作经验,本科,50-150人,9.5,2.2512917986064958,合肥,民营公司,计算机软件
7251,无工作经验,本科,50-150人,13.0,2.5649493574615367,上海,民营公司,计算机软件
7252,1年经验,硕士,50-150人,13.0,2.5649493574615367,合肥,民营公司,计算机软件
7253,1年经验,本科,50-150人,13.5,2.602689685444384,北京,民营公司,计算机软件
7254,1年经验,硕士,50-150人,14.0,2.6390573296152584,北京,民营公司,计算机软件
7255,2年经验,本科,1000-5000人,13.5,2.602689685444384,其他,上市公司,计算机软件
7256,3-4年经验,本科,150-500人,12.5,2.525728644308256,其他,民营公司,通信/电信运营、增值服务
7257,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务
7258,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务
7259,无工作经验,中专,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务
7260,无工作经验,中专,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务
7261,5-7年经验,本科,50-150人,20.833333333333336,3.036554268074246,上海,外资企业,其他
7262,无工作经验,中专,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务
7263,5-7年经验,本科,50-150人,20.833333333333336,3.036554268074246,上海,外资企业,其他
7264,1年经验,本科,50-150人,10.416666666666668,2.3434070875143007,上海,外资企业,其他
7265,无工作经验,无学历要求,500-1000人,6.0,1.791759469228055,深圳,民营公司,教育/培训/院校
7266,2年经验,大专,500-1000人,30.0,3.4011973816621555,北京,合资,金融/投资/证券
7267,2年经验,大专,500-1000人,12.0,2.4849066497880004,北京,合资,金融/投资/证券
7268,5-7年经验,大专,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7269,2年经验,中专,500-1000人,12.5,2.525728644308256,北京,合资,金融/投资/证券
7270,2年经验,高中,500-1000人,19.0,2.9444389791664403,北京,合资,金融/投资/证券
7271,1年经验,本科,1000-5000人,7.5,2.0149030205422647,北京,上市公司,互联网/电子商务
7272,无工作经验,本科,5000-10000人,2.5,0.9162907318741552,杭州,民营公司,计算机软件
7273,无工作经验,大专,150-500人,7.0,1.9459101490553128,合肥,民营公司,专业服务(咨询、人力资源、财会)
7274,无工作经验,大专,150-500人,7.0,1.9459101490553128,合肥,民营公司,专业服务(咨询、人力资源、财会)
7275,无工作经验,无学历要求,150-500人,6.0,1.791759469228055,广州,民营公司,服装/纺织/皮革
7276,1年经验,大专,1000-5000人,5.25,1.6582280766035324,上海,民营公司,金融/投资/证券
7277,5-7年经验,本科,150-500人,37.5,3.624340932976365,上海,民营公司,其他
7278,无工作经验,本科,1000-5000人,12.5,2.525728644308256,上海,外资企业,互联网/电子商务
7279,1年经验,硕士,1000-5000人,17.0,2.8332133440562166,上海,上市公司,计算机软件
7280,无工作经验,无学历要求,500-1000人,6.0,1.791759469228055,广州,民营公司,互联网/电子商务
7281,2年经验,本科,50-150人,12.5,2.525728644308256,上海,民营公司,计算机服务(系统、数据服务、维修)
7282,5-7年经验,本科,1000-5000人,27.5,3.3141860046725258,深圳,民营公司,互联网/电子商务
7283,5-7年经验,本科,50-150人,30.0,3.4011973816621555,上海,民营公司,计算机软件
7284,3-4年经验,本科,1000-5000人,10.5,2.3513752571634776,广州,国企,其他
7285,2年经验,本科,1000-5000人,9.0,2.19722457733622,北京,国企,其他
7286,无工作经验,本科,1000-5000人,9.0,2.19722457733622,北京,民营公司,其他
7287,3-4年经验,本科,500-1000人,17.5,2.862200880929469,上海,上市公司,互联网/电子商务
7288,3-4年经验,本科,150-500人,12.5,2.525728644308256,上海,民营公司,其他
7289,3-4年经验,无学历要求,150-500人,17.5,2.862200880929469,上海,民营公司,金融/投资/证券
7290,无工作经验,本科,1000-5000人,9.0,2.19722457733622,北京,民营公司,其他
7291,无工作经验,本科,1000-5000人,9.0,2.19722457733622,北京,民营公司,互联网/电子商务
7292,2年经验,本科,50-150人,11.0,2.3978952727983707,武汉,民营公司,计算机软件
7293,无工作经验,中专,1000-5000人,6.5,1.8718021769015916,成都,合资,其他
7294,无工作经验,中专,1000-5000人,6.5,1.8718021769015916,成都,合资,其他
7295,无工作经验,高中,1000-5000人,6.5,1.8718021769015916,成都,合资,其他
7296,无工作经验,大专,50-150人,5.25,1.6582280766035324,广州,民营公司,其他
7297,无工作经验,大专,500-1000人,7.0,1.9459101490553128,北京,合资,金融/投资/证券
7298,无工作经验,大专,500-1000人,9.0,2.19722457733622,北京,合资,金融/投资/证券
7299,无工作经验,大专,500-1000人,5.25,1.6582280766035324,上海,合资,互联网/电子商务
7300,无工作经验,大专,500-1000人,5.25,1.6582280766035324,上海,合资,互联网/电子商务
7301,无工作经验,大专,500-1000人,5.25,1.6582280766035324,上海,合资,互联网/电子商务
7302,无工作经验,大专,500-1000人,5.25,1.6582280766035324,上海,合资,互联网/电子商务
7303,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,上海,合资,互联网/电子商务
7304,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,上海,合资,互联网/电子商务
7305,无工作经验,大专,500-1000人,5.25,1.6582280766035324,上海,合资,互联网/电子商务
7306,无工作经验,大专,500-1000人,5.0,1.6094379124341005,上海,合资,互联网/电子商务
7307,无工作经验,本科,500-1000人,8.5,2.1400661634962708,上海,合资,互联网/电子商务
7308,无工作经验,大专,500-1000人,9.0,2.19722457733622,上海,合资,互联网/电子商务
7309,无工作经验,大专,500-1000人,5.0,1.6094379124341005,上海,合资,互联网/电子商务
7310,无工作经验,无学历要求,500-1000人,5.2,1.6486586255873816,上海,合资,互联网/电子商务
7311,无工作经验,无学历要求,500-1000人,5.15,1.6389967146756448,上海,合资,互联网/电子商务
7312,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,上海,合资,互联网/电子商务
7313,1年经验,中专,150-500人,6.0,1.791759469228055,成都,上市公司,互联网/电子商务
7314,无工作经验,中专,150-500人,6.5,1.8718021769015916,成都,上市公司,互联网/电子商务
7315,无工作经验,本科,150-500人,16.0,2.772588722239781,上海,民营公司,其他
7316,无工作经验,中专,50-150人,6.5,1.8718021769015916,成都,民营公司,专业服务(咨询、人力资源、财会)
7317,无工作经验,大专,150-500人,6.5,1.8718021769015916,广州,合资,金融/投资/证券
7318,无工作经验,本科,1000-5000人,11.5,2.4423470353692043,广州,民营公司,其他
7319,无工作经验,无学历要求,150-500人,17.5,2.862200880929469,其他,民营公司,金融/投资/证券
7320,3-4年经验,大专,150-500人,7.5,2.0149030205422647,其他,民营公司,互联网/电子商务
7321,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,其他
7322,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,合肥,上市公司,其他
7323,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,其他
7324,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,其他
7325,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,合肥,上市公司,其他
7326,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,合肥,上市公司,其他
7327,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,其他
7328,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,其他
7329,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,其他
7330,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,其他
7331,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,其他
7332,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,其他
7333,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,其他
7334,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,其他,民营公司,其他
7335,5-7年经验,本科,1000-5000人,17.5,2.862200880929469,上海,外资企业,互联网/电子商务
7336,无工作经验,本科,1000-5000人,9.0,2.19722457733622,上海,外资企业,互联网/电子商务
7337,2年经验,本科,1000-5000人,22.5,3.1135153092103742,杭州,国企,互联网/电子商务
7338,2年经验,本科,1000-5000人,22.5,3.1135153092103742,杭州,国企,互联网/电子商务
7339,3-4年经验,无学历要求,10000人以上,10.0,2.302585092994046,深圳,合资,计算机软件
7340,无工作经验,本科,150-500人,7.5,2.0149030205422647,深圳,民营公司,其他
7341,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,成都,民营公司,其他
7342,无工作经验,无学历要求,500-1000人,9.0,2.19722457733622,其他,民营公司,其他
7343,1年经验,本科,50-150人,5.25,1.6582280766035324,西安,民营公司,其他
7344,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券
7345,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券
7346,无工作经验,大专,150-500人,5.0,1.6094379124341005,广州,合资,金融/投资/证券
7347,无工作经验,高中,50-150人,6.0,1.791759469228055,合肥,民营公司,计算机软件
7348,无工作经验,高中,50-150人,6.0,1.791759469228055,合肥,民营公司,计算机软件
7349,无工作经验,高中,50-150人,6.0,1.791759469228055,合肥,民营公司,计算机软件
7350,无工作经验,高中,50-150人,6.0,1.791759469228055,合肥,民营公司,计算机软件
7351,无工作经验,高中,50-150人,6.0,1.791759469228055,合肥,民营公司,计算机软件
7352,无工作经验,高中,50-150人,6.0,1.791759469228055,合肥,民营公司,计算机软件
7353,无工作经验,高中,50-150人,6.0,1.791759469228055,合肥,民营公司,计算机软件
7354,无工作经验,无学历要求,150-500人,12.5,2.525728644308256,其他,民营公司,金融/投资/证券
7355,3-4年经验,硕士,10000人以上,12.5,2.525728644308256,成都,外资企业,其他
7356,无工作经验,本科,1000-5000人,12.5,2.525728644308256,广州,上市公司,其他
7357,无工作经验,本科,10000人以上,6.0,1.791759469228055,深圳,上市公司,其他
7358,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,互联网/电子商务
7359,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,其他,民营公司,互联网/电子商务
7360,无工作经验,大专,150-500人,6.5,1.8718021769015916,广州,合资,金融/投资/证券
7361,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券
7362,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券
7363,无工作经验,大专,150-500人,8.0,2.079441541679836,广州,合资,金融/投资/证券
7364,无工作经验,大专,150-500人,5.25,1.6582280766035324,广州,合资,金融/投资/证券
7366,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7367,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7368,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7369,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7370,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7371,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7372,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7373,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7374,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7375,无工作经验,本科,500-1000人,7.5,2.0149030205422647,广州,民营公司,金融/投资/证券
7376,无工作经验,无学历要求,50-150人,9.5,2.2512917986064958,广州,民营公司,其他
7377,5-7年经验,本科,10000人以上,20.0,2.9957322735539913,北京,外资企业,互联网/电子商务
7378,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务
7379,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务
7380,无工作经验,无学历要求,500-1000人,9.0,2.19722457733622,合肥,上市公司,互联网/电子商务
7381,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务
7382,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务
7383,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务
7384,1年经验,本科,150-500人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券
7385,2年经验,无学历要求,150-500人,12.5,2.525728644308256,广州,民营公司,教育/培训/院校
7386,2年经验,无学历要求,150-500人,12.5,2.525728644308256,广州,民营公司,教育/培训/院校
7387,2年经验,无学历要求,150-500人,12.5,2.525728644308256,广州,民营公司,教育/培训/院校
7389,1年经验,大专,少于50人,9.0,2.19722457733622,其他,民营公司,其他
7390,2年经验,本科,1000-5000人,17.5,2.862200880929469,合肥,外资企业,其他
7391,无工作经验,无学历要求,1000-5000人,6.5,1.8718021769015916,合肥,国企,计算机软件
7392,1年经验,本科,150-500人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券
7393,1年经验,本科,150-500人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券
7394,无工作经验,硕士,150-500人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券
7395,3-4年经验,本科,10000人以上,22.5,3.1135153092103742,广州,民营公司,快速消费品(食品、饮料、化妆品)
7396,3-4年经验,硕士,10000人以上,17.5,2.862200880929469,广州,民营公司,快速消费品(食品、饮料、化妆品)
7397,1年经验,大专,50-150人,7.0,1.9459101490553128,广州,民营公司,互联网/电子商务
7398,无工作经验,中专,少于50人,5.25,1.6582280766035324,合肥,民营公司,专业服务(咨询、人力资源、财会)
7399,2年经验,本科,1000-5000人,15.0,2.7080502011022096,上海,外资企业,计算机服务(系统、数据服务、维修)
7400,无工作经验,中专,500-1000人,15.0,2.7080502011022096,北京,合资,金融/投资/证券
7401,2年经验,中专,500-1000人,15.0,2.7080502011022096,北京,合资,金融/投资/证券
7402,2年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7403,无工作经验,中专,500-1000人,10.0,2.302585092994046,北京,合资,金融/投资/证券
7404,2年经验,中专,500-1000人,15.0,2.7080502011022096,北京,合资,金融/投资/证券
7405,2年经验,中专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7406,无工作经验,中专,500-1000人,15.0,2.7080502011022096,北京,合资,金融/投资/证券
7407,2年经验,大专,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7408,无工作经验,高中,50-150人,5.25,1.6582280766035324,广州,民营公司,金融/投资/证券
7409,无工作经验,大专,50-150人,4.5,1.5040773967762742,广州,民营公司,计算机软件
7410,1年经验,本科,500-1000人,9.0,2.19722457733622,上海,民营公司,计算机软件
7413,无工作经验,中专,500-1000人,6.5,1.8718021769015916,合肥,民营公司,多元化业务集团公司
7414,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,武汉,民营公司,专业服务(咨询、人力资源、财会)
7415,无工作经验,无学历要求,50-150人,5.25,1.6582280766035324,武汉,民营公司,专业服务(咨询、人力资源、财会)
7416,5-7年经验,本科,500-1000人,22.5,3.1135153092103742,上海,外资企业,其他
7417,1年经验,大专,50-150人,7.5,2.0149030205422647,北京,民营公司,专业服务(咨询、人力资源、财会)
7418,无工作经验,中专,50-150人,9.0,2.19722457733622,北京,民营公司,专业服务(咨询、人力资源、财会)
7419,无工作经验,无学历要求,500-1000人,12.5,2.525728644308256,北京,上市公司,金融/投资/证券
7420,无工作经验,无学历要求,少于50人,7.5,2.0149030205422647,合肥,民营公司,专业服务(咨询、人力资源、财会)
7421,无工作经验,无学历要求,少于50人,7.5,2.0149030205422647,合肥,民营公司,专业服务(咨询、人力资源、财会)
7422,无工作经验,无学历要求,少于50人,9.0,2.19722457733622,合肥,民营公司,专业服务(咨询、人力资源、财会)
7423,无工作经验,无学历要求,少于50人,7.5,2.0149030205422647,合肥,民营公司,专业服务(咨询、人力资源、财会)
7424,无工作经验,无学历要求,少于50人,6.0,1.791759469228055,合肥,民营公司,专业服务(咨询、人力资源、财会)
7425,无工作经验,无学历要求,少于50人,6.0,1.791759469228055,合肥,民营公司,专业服务(咨询、人力资源、财会)
7426,无工作经验,无学历要求,少于50人,6.0,1.791759469228055,合肥,民营公司,专业服务(咨询、人力资源、财会)
7427,无工作经验,无学历要求,少于50人,7.5,2.0149030205422647,合肥,民营公司,专业服务(咨询、人力资源、财会)
7428,无工作经验,无学历要求,少于50人,6.0,1.791759469228055,合肥,民营公司,专业服务(咨询、人力资源、财会)
7429,无工作经验,无学历要求,少于50人,6.0,1.791759469228055,合肥,民营公司,专业服务(咨询、人力资源、财会)
7430,无工作经验,无学历要求,少于50人,6.0,1.791759469228055,合肥,民营公司,专业服务(咨询、人力资源、财会)
7431,3-4年经验,大专,10000人以上,7.0,1.9459101490553128,深圳,合资,计算机软件
7432,1年经验,大专,150-500人,7.0,1.9459101490553128,北京,民营公司,金融/投资/证券
7433,2年经验,本科,150-500人,12.5,2.525728644308256,北京,民营公司,金融/投资/证券
7434,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7435,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7436,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7437,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7438,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7439,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7440,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7441,3-4年经验,本科,5000-10000人,21.0,3.0445224377234235,深圳,外资企业,计算机软件
7442,3-4年经验,本科,500-1000人,22.5,3.1135153092103742,其他,民营公司,计算机软件
7443,无工作经验,本科,150-500人,9.0,2.19722457733622,北京,民营公司,金融/投资/证券
7444,无工作经验,本科,150-500人,7.0,1.9459101490553128,北京,民营公司,金融/投资/证券
7445,无工作经验,本科,150-500人,7.5,2.0149030205422647,北京,民营公司,金融/投资/证券
7446,无工作经验,本科,150-500人,7.0,1.9459101490553128,北京,民营公司,金融/投资/证券
7447,无工作经验,本科,150-500人,7.0,1.9459101490553128,北京,民营公司,金融/投资/证券
7448,无工作经验,本科,150-500人,9.0,2.19722457733622,北京,民营公司,金融/投资/证券
7449,无工作经验,中专,500-1000人,7.0,1.9459101490553128,深圳,合资,金融/投资/证券
7450,无工作经验,中专,500-1000人,7.0,1.9459101490553128,深圳,合资,金融/投资/证券
7451,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券
7452,1年经验,本科,1000-5000人,5.0,1.6094379124341005,成都,民营公司,互联网/电子商务
7453,无工作经验,高中,150-500人,7.5,2.0149030205422647,广州,民营公司,专业服务(咨询、人力资源、财会)
7454,2年经验,大专,500-1000人,9.0,2.19722457733622,北京,民营公司,快速消费品(食品、饮料、化妆品)
7455,1年经验,大专,500-1000人,12.5,2.525728644308256,北京,合资,金融/投资/证券
7456,无工作经验,本科,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7457,2年经验,大专,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7458,1年经验,本科,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7459,1年经验,本科,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7460,3-4年经验,本科,1000-5000人,5.5,1.7047480922384253,广州,民营公司,互联网/电子商务
7461,2年经验,中专,150-500人,5.75,1.749199854809259,其他,民营公司,其他
7462,无工作经验,本科,10000人以上,9.0,2.19722457733622,上海,民营公司,其他
7463,1年经验,本科,50-150人,6.0,1.791759469228055,杭州,外资企业,计算机软件
7464,1年经验,本科,50-150人,6.0,1.791759469228055,广州,外资企业,计算机软件
7465,无工作经验,大专,500-1000人,7.0,1.9459101490553128,上海,合资,服装/纺织/皮革
7466,3-4年经验,本科,150-500人,10.0,2.302585092994046,其他,民营公司,通信/电信运营、增值服务
7467,3-4年经验,本科,150-500人,10.0,2.302585092994046,其他,民营公司,通信/电信运营、增值服务
7468,无工作经验,无学历要求,50-150人,60.0,4.0943445622220995,上海,民营公司,计算机服务(系统、数据服务、维修)
7469,无工作经验,无学历要求,50-150人,18.5,2.917770732084279,其他,民营公司,计算机服务(系统、数据服务、维修)
7470,无工作经验,无学历要求,50-150人,18.5,2.917770732084279,上海,民营公司,计算机服务(系统、数据服务、维修)
7471,无工作经验,无学历要求,50-150人,20.0,2.9957322735539913,上海,民营公司,计算机服务(系统、数据服务、维修)
7472,无工作经验,无学历要求,50-150人,17.5,2.862200880929469,其他,民营公司,计算机服务(系统、数据服务、维修)
7473,8-9年经验,本科,50-150人,22.5,3.1135153092103742,其他,民营公司,计算机服务(系统、数据服务、维修)
7474,8-9年经验,本科,50-150人,22.5,3.1135153092103742,上海,民营公司,计算机服务(系统、数据服务、维修)
7475,8-9年经验,本科,50-150人,22.5,3.1135153092103742,上海,民营公司,计算机服务(系统、数据服务、维修)
7476,8-9年经验,本科,50-150人,22.5,3.1135153092103742,其他,民营公司,计算机服务(系统、数据服务、维修)
7477,无工作经验,无学历要求,50-150人,4.5,1.5040773967762742,其他,民营公司,计算机软件
7478,无工作经验,无学历要求,50-150人,4.5,1.5040773967762742,其他,民营公司,计算机软件
7479,无工作经验,无学历要求,50-150人,6.0,1.791759469228055,其他,民营公司,计算机软件
7480,2年经验,本科,150-500人,11.5,2.4423470353692043,北京,民营公司,金融/投资/证券
7481,1年经验,本科,150-500人,11.5,2.4423470353692043,北京,民营公司,金融/投资/证券
7482,无工作经验,本科,150-500人,9.0,2.19722457733622,北京,民营公司,金融/投资/证券
7483,无工作经验,本科,150-500人,9.0,2.19722457733622,北京,民营公司,金融/投资/证券
7484,无工作经验,本科,150-500人,7.5,2.0149030205422647,北京,民营公司,金融/投资/证券
7485,无工作经验,本科,150-500人,7.5,2.0149030205422647,北京,民营公司,金融/投资/证券
7486,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7487,无工作经验,大专,少于50人,4.5,1.5040773967762742,其他,民营公司,其他
7488,无工作经验,无学历要求,1000-5000人,4.5,1.5040773967762742,广州,合资,其他
7489,无工作经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7490,3-4年经验,大专,500-1000人,27.5,3.3141860046725258,北京,合资,金融/投资/证券
7491,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7492,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7493,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7494,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7495,2年经验,大专,500-1000人,12.5,2.525728644308256,北京,合资,金融/投资/证券
7496,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7497,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7498,3-4年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券
7499,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7500,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7501,3-4年经验,本科,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7502,2年经验,大专,500-1000人,12.5,2.525728644308256,北京,合资,金融/投资/证券
7503,2年经验,大专,500-1000人,12.5,2.525728644308256,北京,合资,金融/投资/证券
7504,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7505,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7506,3-4年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券
7507,无工作经验,大专,500-1000人,9.0,2.19722457733622,北京,合资,金融/投资/证券
7508,3-4年经验,大专,500-1000人,22.5,3.1135153092103742,北京,合资,金融/投资/证券
7509,2年经验,大专,500-1000人,12.5,2.525728644308256,北京,合资,金融/投资/证券
7510,3-4年经验,大专,500-1000人,27.5,3.3141860046725258,北京,合资,金融/投资/证券
7511,3-4年经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券
7512,2年经验,大专,500-1000人,12.5,2.525728644308256,北京,合资,金融/投资/证券
7513,3-4年经验,本科,1000-5000人,14.583333333333336,2.6798793241355137,其他,国企,其他
7514,2年经验,本科,1000-5000人,14.583333333333336,2.6798793241355137,北京,国企,其他
7515,1年经验,本科,1000-5000人,10.416666666666668,2.3434070875143007,北京,国企,其他
7516,1年经验,大专,5000-10000人,5.25,1.6582280766035324,其他,外资企业,互联网/电子商务
7517,无工作经验,大专,5000-10000人,8.0,2.079441541679836,武汉,外资企业,互联网/电子商务
7518,无工作经验,大专,150-500人,4.0,1.3862943611198906,广州,合资,互联网/电子商务
7519,2年经验,硕士,150-500人,15.0,2.7080502011022096,北京,创业公司,计算机软件
7520,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,南京,民营公司,其他
7521,3-4年经验,本科,50-150人,15.0,2.7080502011022096,广州,创业公司,计算机软件
7522,3-4年经验,本科,50-150人,15.0,2.7080502011022096,广州,创业公司,计算机软件
7523,3-4年经验,本科,50-150人,15.0,2.7080502011022096,广州,创业公司,计算机软件
7524,3-4年经验,本科,500-1000人,15.0,2.7080502011022096,上海,民营公司,计算机软件
7525,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券
7526,1年经验,本科,500-1000人,8.0,2.079441541679836,上海,民营公司,金融/投资/证券
7527,1年经验,本科,500-1000人,9.0,2.19722457733622,上海,民营公司,金融/投资/证券
7528,1年经验,大专,1000-5000人,5.25,1.6582280766035324,其他,外资企业,服装/纺织/皮革
7529,无工作经验,本科,500-1000人,7.0,1.9459101490553128,北京,国企,其他
7530,无工作经验,中技,500-1000人,7.0,1.9459101490553128,其他,合资,教育/培训/院校
7531,无工作经验,中技,500-1000人,5.25,1.6582280766035324,其他,合资,教育/培训/院校
7532,无工作经验,中技,500-1000人,5.75,1.749199854809259,其他,合资,教育/培训/院校
7533,无工作经验,中专,500-1000人,6.25,1.8325814637483104,其他,合资,教育/培训/院校
7534,无工作经验,中专,500-1000人,7.5,2.0149030205422647,其他,合资,教育/培训/院校
7535,无工作经验,大专,500-1000人,8.0,2.079441541679836,其他,合资,教育/培训/院校
7536,1年经验,大专,150-500人,9.0,2.19722457733622,武汉,创业公司,互联网/电子商务
7537,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,深圳,上市公司,互联网/电子商务
7538,无工作经验,本科,1000-5000人,4.75,1.5581446180465501,其他,外资企业,计算机服务(系统、数据服务、维修)
7539,1年经验,本科,50-150人,7.0,1.9459101490553128,上海,民营公司,专业服务(咨询、人力资源、财会)
7540,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,南京,合资,专业服务(咨询、人力资源、财会)
7541,1年经验,本科,150-500人,11.5,2.4423470353692043,北京,民营公司,金融/投资/证券
7542,无工作经验,大专,500-1000人,16.5,2.8033603809065353,北京,合资,金融/投资/证券
7543,2年经验,大专,500-1000人,16.5,2.8033603809065353,北京,合资,金融/投资/证券
7544,无工作经验,大专,500-1000人,14.0,2.6390573296152584,北京,合资,金融/投资/证券
7545,无工作经验,大专,500-1000人,16.5,2.8033603809065353,北京,合资,金融/投资/证券
7546,1年经验,本科,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7547,1年经验,本科,500-1000人,25.0,3.218875824868201,北京,合资,金融/投资/证券
7548,无工作经验,大专,500-1000人,17.5,2.862200880929469,北京,合资,金融/投资/证券
