,exp,edu,scale,avgsalary,lnsalary,city,type,industry,indu1
8356,无工作经验,大专,50-150人,6.5,1.8718021769015916,合肥,民营公司,其他,其他
8357,2年经验,无学历要求,50-150人,20.0,2.9957322735539913,上海,外资企业,其他,其他
8358,无工作经验,本科,50-150人,12.0,2.4849066497880004,上海,外资企业,其他,其他
8359,1年经验,本科,50-150人,16.0,2.772588722239781,上海,外资企业,其他,其他
8360,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8361,无工作经验,本科,10000人以上,5.25,1.6582280766035324,其他,民营公司,服装/纺织/皮革,服装/纺织/皮革
8362,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8363,3-4年经验,本科,1000-5000人,17.5,2.862200880929469,杭州,上市公司,互联网/电子商务,互联网/电子商务
8364,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8365,无工作经验,中专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8366,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8367,无工作经验,本科,1000-5000人,12.5,2.525728644308256,上海,合资,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
8368,无工作经验,本科,150-500人,5.0,1.6094379124341005,成都,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8369,2年经验,本科,500-1000人,12.5,2.525728644308256,上海,民营公司,互联网/电子商务,互联网/电子商务
8370,2年经验,本科,1000-5000人,7.5,2.0149030205422647,杭州,民营公司,互联网/电子商务,互联网/电子商务
8371,3-4年经验,本科,1000-5000人,7.5,2.0149030205422647,杭州,民营公司,互联网/电子商务,互联网/电子商务
8372,3-4年经验,本科,1000-5000人,7.5,2.0149030205422647,杭州,民营公司,互联网/电子商务,互联网/电子商务
8373,无工作经验,本科,500-1000人,9.0,2.19722457733622,杭州,民营公司,互联网/电子商务,互联网/电子商务
8374,2年经验,大专,50-150人,7.5,2.0149030205422647,杭州,创业公司,互联网/电子商务,互联网/电子商务
8375,无工作经验,大专,10000人以上,5.0,1.6094379124341005,其他,上市公司,互联网/电子商务,互联网/电子商务
8376,1年经验,大专,500-1000人,8.5,2.1400661634962708,广州,外资企业,其他,其他
8377,无工作经验,无学历要求,500-1000人,10.416666666666668,2.3434070875143007,广州,外资企业,互联网/电子商务,互联网/电子商务
8378,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8379,无工作经验,无学历要求,500-1000人,10.416666666666668,2.3434070875143007,广州,外资企业,互联网/电子商务,互联网/电子商务
8380,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8381,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8382,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8383,无工作经验,本科,5000-10000人,7.0,1.9459101490553128,上海,国企,金融/投资/证券,金融/投资/证券
8384,无工作经验,大专,500-1000人,5.25,1.6582280766035324,武汉,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
8385,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8386,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,上海,民营公司,其他,其他
8387,无工作经验,大专,5000-10000人,5.25,1.6582280766035324,深圳,民营公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
8388,无工作经验,中专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8389,无工作经验,硕士,1000-5000人,7.0,1.9459101490553128,武汉,民营公司,互联网/电子商务,互联网/电子商务
8390,无工作经验,中专,500-1000人,5.25,1.6582280766035324,西安,外资企业,多元化业务集团公司,其他
8391,1年经验,大专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
8392,1年经验,大专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
8393,1年经验,大专,500-1000人,5.25,1.6582280766035324,上海,民营公司,快速消费品(食品、饮料、化妆品),其他
8394,2年经验,大专,150-500人,5.25,1.6582280766035324,上海,外资企业,其他,其他
8395,无工作经验,大专,10000人以上,6.0,1.791759469228055,上海,外资企业,快速消费品(食品、饮料、化妆品),其他
8396,无工作经验,无学历要求,1000-5000人,17.5,2.862200880929469,深圳,民营公司,金融/投资/证券,金融/投资/证券
8397,3-4年经验,硕士,1000-5000人,12.5,2.525728644308256,上海,民营公司,金融/投资/证券,金融/投资/证券
8398,无工作经验,大专,150-500人,5.0,1.6094379124341005,广州,合资,金融/投资/证券,金融/投资/证券
8399,2年经验,本科,50-150人,9.5,2.2512917986064958,其他,民营公司,计算机软件,计算机软件
8400,1年经验,大专,1000-5000人,3.75,1.3217558399823195,西安,外资企业,其他,其他
8401,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8402,无工作经验,高中,150-500人,9.0,2.19722457733622,广州,合资,金融/投资/证券,金融/投资/证券
8403,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8404,1年经验,无学历要求,150-500人,5.25,1.6582280766035324,广州,合资,金融/投资/证券,金融/投资/证券
8405,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,广州,合资,金融/投资/证券,金融/投资/证券
8406,无工作经验,中专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8407,无工作经验,无学历要求,150-500人,11.5,2.4423470353692043,北京,合资,金融/投资/证券,金融/投资/证券
8408,3-4年经验,本科,少于50人,11.5,2.4423470353692043,广州,民营公司,互联网/电子商务,互联网/电子商务
8409,无工作经验,大专,150-500人,5.0,1.6094379124341005,广州,合资,金融/投资/证券,金融/投资/证券
8410,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
8411,无工作经验,大专,150-500人,5.0,1.6094379124341005,广州,合资,金融/投资/证券,金融/投资/证券
8412,无工作经验,大专,150-500人,5.0,1.6094379124341005,广州,合资,金融/投资/证券,金融/投资/证券
8413,无工作经验,大专,150-500人,5.0,1.6094379124341005,广州,合资,金融/投资/证券,金融/投资/证券
8414,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
8415,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
8416,无工作经验,大专,150-500人,5.0,1.6094379124341005,广州,合资,金融/投资/证券,金融/投资/证券
8417,无工作经验,中专,150-500人,6.5,1.8718021769015916,广州,合资,金融/投资/证券,金融/投资/证券
8418,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
8419,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,合资,金融/投资/证券,金融/投资/证券
8420,1年经验,大专,1000-5000人,5.75,1.749199854809259,其他,民营公司,互联网/电子商务,互联网/电子商务
8421,无工作经验,高中,50-150人,7.0,1.9459101490553128,合肥,民营公司,其他,其他
8422,无工作经验,高中,50-150人,7.0,1.9459101490553128,合肥,民营公司,其他,其他
8423,无工作经验,本科,10000人以上,22.5,3.1135153092103742,上海,民营公司,通信/电信运营、增值服务,其他
8424,无工作经验,本科,10000人以上,22.5,3.1135153092103742,上海,民营公司,通信/电信运营、增值服务,其他
8425,1年经验,大专,1000-5000人,5.0,1.6094379124341005,合肥,民营公司,金融/投资/证券,金融/投资/证券
8426,3-4年经验,本科,1000-5000人,9.0,2.19722457733622,杭州,外资企业,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8427,3-4年经验,本科,1000-5000人,9.0,2.19722457733622,杭州,外资企业,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8428,无工作经验,大专,1000-5000人,3.75,1.3217558399823195,杭州,外资企业,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8429,无工作经验,本科,150-500人,6.0,1.791759469228055,成都,民营公司,计算机软件,计算机软件
8430,无工作经验,高中,少于50人,6.5,1.8718021769015916,合肥,民营公司,计算机软件,计算机软件
8431,无工作经验,无学历要求,少于50人,7.5,2.0149030205422647,合肥,民营公司,计算机软件,计算机软件
8432,无工作经验,大专,少于50人,7.0,1.9459101490553128,合肥,民营公司,计算机软件,计算机软件
8433,无工作经验,高中,少于50人,6.5,1.8718021769015916,合肥,民营公司,计算机软件,计算机软件
8434,无工作经验,高中,少于50人,5.5,1.7047480922384253,合肥,民营公司,计算机软件,计算机软件
8435,无工作经验,大专,150-500人,5.25,1.6582280766035324,广州,外资企业,金融/投资/证券,金融/投资/证券
8436,无工作经验,无学历要求,500-1000人,12.5,2.525728644308256,上海,外资企业,互联网/电子商务,互联网/电子商务
8437,3-4年经验,本科,1000-5000人,7.0,1.9459101490553128,武汉,民营公司,金融/投资/证券,金融/投资/证券
8438,3-4年经验,大专,50-150人,11.5,2.4423470353692043,北京,民营公司,计算机软件,计算机软件
8439,无工作经验,大专,少于50人,5.25,1.6582280766035324,合肥,民营公司,计算机软件,计算机软件
8440,3-4年经验,本科,5000-10000人,9.0,2.19722457733622,深圳,上市公司,计算机软件,计算机软件
8441,1年经验,本科,50-150人,7.5,2.0149030205422647,广州,国企,其他,其他
8442,1年经验,大专,10000人以上,5.25,1.6582280766035324,广州,民营公司,服装/纺织/皮革,服装/纺织/皮革
8443,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8444,无工作经验,中专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8445,3-4年经验,本科,50-150人,11.5,2.4423470353692043,上海,民营公司,互联网/电子商务,互联网/电子商务
8446,无工作经验,大专,50-150人,10.0,2.302585092994046,其他,民营公司,金融/投资/证券,金融/投资/证券
8447,1年经验,无学历要求,1000-5000人,5.25,1.6582280766035324,合肥,民营公司,金融/投资/证券,金融/投资/证券
8448,3-4年经验,本科,10000人以上,19.5,2.9704144655697013,深圳,国企,其他,其他
8449,1年经验,本科,50-150人,7.0,1.9459101490553128,上海,民营公司,互联网/电子商务,互联网/电子商务
8450,1年经验,大专,150-500人,9.0,2.19722457733622,广州,外资企业,金融/投资/证券,金融/投资/证券
8451,1年经验,大专,150-500人,7.0,1.9459101490553128,广州,外资企业,金融/投资/证券,金融/投资/证券
8452,无工作经验,无学历要求,50-150人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8453,无工作经验,无学历要求,50-150人,7.0,1.9459101490553128,合肥,民营公司,通信/电信运营、增值服务,其他
8454,1年经验,本科,1000-5000人,8.0,2.079441541679836,上海,国企,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
8455,2年经验,本科,50-150人,9.5,2.2512917986064958,其他,民营公司,计算机软件,计算机软件
8456,1年经验,大专,1000-5000人,5.25,1.6582280766035324,南京,民营公司,其他,其他
8457,无工作经验,高中,1000-5000人,5.5,1.7047480922384253,合肥,民营公司,金融/投资/证券,金融/投资/证券
8458,无工作经验,本科,500-1000人,7.5,2.0149030205422647,深圳,外资企业,金融/投资/证券,金融/投资/证券
8459,无工作经验,本科,500-1000人,7.0,1.9459101490553128,深圳,外资企业,金融/投资/证券,金融/投资/证券
8460,无工作经验,本科,500-1000人,7.0,1.9459101490553128,深圳,外资企业,金融/投资/证券,金融/投资/证券
8461,无工作经验,本科,500-1000人,7.0,1.9459101490553128,深圳,外资企业,金融/投资/证券,金融/投资/证券
8462,无工作经验,本科,500-1000人,6.0,1.791759469228055,深圳,外资企业,金融/投资/证券,金融/投资/证券
8463,无工作经验,本科,500-1000人,7.0,1.9459101490553128,深圳,外资企业,金融/投资/证券,金融/投资/证券
8464,2年经验,本科,1000-5000人,5.25,1.6582280766035324,其他,民营公司,其他,其他
8465,3-4年经验,本科,500-1000人,25.0,3.218875824868201,上海,合资,互联网/电子商务,互联网/电子商务
8466,1年经验,大专,50-150人,12.0,2.4849066497880004,广州,民营公司,其他,其他
8467,无工作经验,高中,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务,互联网/电子商务
8468,无工作经验,高中,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务,互联网/电子商务
8469,无工作经验,高中,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务,互联网/电子商务
8470,无工作经验,高中,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务,互联网/电子商务
8471,无工作经验,高中,1000-5000人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务,互联网/电子商务
8472,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,杭州,民营公司,互联网/电子商务,互联网/电子商务
8473,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,杭州,民营公司,互联网/电子商务,互联网/电子商务
8474,2年经验,本科,1000-5000人,7.0,1.9459101490553128,成都,民营公司,金融/投资/证券,金融/投资/证券
8475,1年经验,大专,50-150人,9.0,2.19722457733622,广州,合资,金融/投资/证券,金融/投资/证券
8476,3-4年经验,本科,10000人以上,9.0,2.19722457733622,广州,合资,其他,其他
8477,1年经验,大专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
8478,无工作经验,本科,5000-10000人,12.5,2.525728644308256,其他,民营公司,其他,其他
8479,5年以上工作经验,本科,1000-5000人,22.5,3.1135153092103742,北京,民营公司,其他,其他
8480,1年经验,大专,10000人以上,4.5,1.5040773967762742,广州,上市公司,互联网/电子商务,互联网/电子商务
8481,无工作经验,无学历要求,少于50人,15.0,2.7080502011022096,杭州,合资,金融/投资/证券,金融/投资/证券
8482,无工作经验,无学历要求,少于50人,15.0,2.7080502011022096,杭州,合资,金融/投资/证券,金融/投资/证券
8483,无工作经验,本科,1000-5000人,9.0,2.19722457733622,上海,合资,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
8484,无工作经验,本科,10000人以上,5.833333333333334,1.7635885922613588,南京,民营公司,其他,其他
8485,1年经验,本科,150-500人,7.5,2.0149030205422647,上海,合资,金融/投资/证券,金融/投资/证券
8486,无工作经验,无学历要求,10000人以上,12.5,2.525728644308256,其他,外资企业,金融/投资/证券,金融/投资/证券
8487,无工作经验,无学历要求,10000人以上,9.0,2.19722457733622,其他,外资企业,金融/投资/证券,金融/投资/证券
8488,无工作经验,无学历要求,50-150人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8489,2年经验,本科,1000-5000人,13.333333333333332,2.5902671654458267,其他,民营公司,金融/投资/证券,金融/投资/证券
8490,无工作经验,高中,500-1000人,6.25,1.8325814637483104,成都,合资,金融/投资/证券,金融/投资/证券
8491,无工作经验,高中,500-1000人,5.25,1.6582280766035324,成都,合资,金融/投资/证券,金融/投资/证券
8492,1年经验,本科,1000-5000人,9.0,2.19722457733622,北京,国企,其他,其他
8493,2年经验,本科,10000人以上,5.25,1.6582280766035324,其他,国企,多元化业务集团公司,其他
8494,无工作经验,大专,50-150人,10.0,2.302585092994046,其他,民营公司,金融/投资/证券,金融/投资/证券
8495,无工作经验,无学历要求,50-150人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8496,3-4年经验,硕士,50-150人,26.66666666666667,3.2834143460057716,北京,创业公司,计算机软件,计算机软件
8497,无工作经验,本科,50-150人,11.5,2.4423470353692043,北京,创业公司,计算机软件,计算机软件
8498,无工作经验,大专,500-1000人,5.0,1.6094379124341005,其他,民营公司,计算机软件,计算机软件
8499,无工作经验,本科,1000-5000人,4.75,1.5581446180465501,其他,外资企业,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8500,无工作经验,本科,10000人以上,11.666666666666668,2.4567357728213044,其他,国企,通信/电信运营、增值服务,其他
8501,无工作经验,无学历要求,1000-5000人,8.333333333333334,2.120263536200091,合肥,上市公司,其他,其他
8502,1年经验,大专,50-150人,4.5,1.5040773967762742,上海,合资,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
8503,3-4年经验,大专,150-500人,5.5,1.7047480922384253,广州,民营公司,互联网/电子商务,互联网/电子商务
8504,无工作经验,本科,1000-5000人,17.5,2.862200880929469,北京,上市公司,其他,其他
8505,1年经验,大专,150-500人,10.0,2.302585092994046,广州,上市公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8506,无工作经验,无学历要求,少于50人,5.25,1.6582280766035324,合肥,创业公司,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
8507,无工作经验,无学历要求,1000-5000人,12.5,2.525728644308256,上海,外资企业,其他,其他
8508,2年经验,大专,1000-5000人,3.85,1.3480731482996928,合肥,民营公司,服装/纺织/皮革,服装/纺织/皮革
8509,2年经验,本科,1000-5000人,9.0,2.19722457733622,北京,合资,专业服务(咨询、人力资源、财会),专业服务(咨询、人力资源、财会)
8510,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8511,1年经验,本科,50-150人,6.25,1.8325814637483104,深圳,民营公司,互联网/电子商务,互联网/电子商务
8512,无工作经验,大专,1000-5000人,5.25,1.6582280766035324,广州,外资企业,其他,其他
8513,2年经验,本科,1000-5000人,11.0,2.3978952727983707,其他,民营公司,计算机软件,计算机软件
8514,5年以上工作经验,本科,1000-5000人,17.5,2.862200880929469,合肥,民营公司,计算机软件,计算机软件
8515,5年以上工作经验,本科,1000-5000人,17.5,2.862200880929469,其他,民营公司,计算机软件,计算机软件
8516,无工作经验,本科,1000-5000人,9.0,2.19722457733622,北京,民营公司,其他,其他
8517,无工作经验,本科,1000-5000人,9.0,2.19722457733622,北京,民营公司,其他,其他
8518,无工作经验,本科,1000-5000人,9.0,2.19722457733622,北京,民营公司,其他,其他
8519,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,其他,民营公司,快速消费品(食品、饮料、化妆品),其他
8520,无工作经验,无学历要求,500-1000人,5.25,1.6582280766035324,其他,民营公司,快速消费品(食品、饮料、化妆品),其他
8521,1年经验,大专,10000人以上,5.25,1.6582280766035324,上海,上市公司,其他,其他
8522,无工作经验,本科,1000-5000人,12.5,2.525728644308256,北京,民营公司,其他,其他
8523,无工作经验,无学历要求,少于50人,11.5,2.4423470353692043,北京,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8524,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8525,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8526,无工作经验,本科,1000-5000人,5.0,1.6094379124341005,其他,民营公司,互联网/电子商务,互联网/电子商务
8527,3-4年经验,本科,1000-5000人,12.0,2.4849066497880004,其他,民营公司,互联网/电子商务,互联网/电子商务
8528,无工作经验,无学历要求,500-1000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8529,无工作经验,高中,150-500人,6.0,1.791759469228055,合肥,民营公司,互联网/电子商务,互联网/电子商务
8530,无工作经验,高中,150-500人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务,互联网/电子商务
8531,无工作经验,无学历要求,1000-5000人,12.5,2.525728644308256,其他,国企,其他,其他
8532,无工作经验,无学历要求,1000-5000人,5.5,1.7047480922384253,武汉,民营公司,金融/投资/证券,金融/投资/证券
8533,1年经验,大专,1000-5000人,5.75,1.749199854809259,深圳,合资,其他,其他
8534,1年经验,大专,150-500人,9.0,2.19722457733622,广州,民营公司,金融/投资/证券,金融/投资/证券
8535,5年以上工作经验,本科,5000-10000人,18.0,2.8903717578961645,北京,上市公司,计算机软件,计算机软件
8536,3-4年经验,本科,10000人以上,9.0,2.19722457733622,西安,国企,通信/电信运营、增值服务,其他
8537,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务,互联网/电子商务
8538,无工作经验,中专,150-500人,7.0,1.9459101490553128,合肥,民营公司,互联网/电子商务,互联网/电子商务
8539,无工作经验,无学历要求,50-150人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8540,无工作经验,本科,500-1000人,12.0,2.4849066497880004,广州,民营公司,互联网/电子商务,互联网/电子商务
8541,2年经验,无学历要求,500-1000人,12.5,2.525728644308256,上海,外资企业,其他,其他
8542,无工作经验,本科,150-500人,3.75,1.3217558399823195,南京,外资企业,互联网/电子商务,互联网/电子商务
8543,无工作经验,大专,150-500人,12.5,2.525728644308256,西安,合资,多元化业务集团公司,其他
8544,无工作经验,本科,少于50人,8.0,2.079441541679836,深圳,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8545,无工作经验,高中,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8546,5年以上工作经验,本科,1000-5000人,16.5,2.8033603809065353,北京,民营公司,其他,其他
8547,5年以上工作经验,本科,1000-5000人,16.5,2.8033603809065353,北京,民营公司,其他,其他
8548,2年经验,本科,1000-5000人,16.5,2.8033603809065353,北京,民营公司,其他,其他
8549,1年经验,大专,500-1000人,5.25,1.6582280766035324,杭州,民营公司,服装/纺织/皮革,服装/纺织/皮革
8550,无工作经验,大专,50-150人,5.5,1.7047480922384253,其他,民营公司,其他,其他
8551,无工作经验,大专,50-150人,5.25,1.6582280766035324,其他,民营公司,其他,其他
8552,无工作经验,无学历要求,10000人以上,9.0,2.19722457733622,上海,民营公司,其他,其他
8553,2年经验,本科,10000人以上,20.0,2.9957322735539913,其他,国企,通信/电信运营、增值服务,其他
8554,2年经验,本科,50-150人,7.5,2.0149030205422647,深圳,民营公司,其他,其他
8555,无工作经验,本科,5000-10000人,17.5,2.862200880929469,上海,外资企业,其他,其他
8556,5年以上工作经验,本科,10000人以上,30.0,3.4011973816621555,上海,合资,其他,其他
8557,2年经验,本科,1000-5000人,12.5,2.525728644308256,深圳,外资企业,其他,其他
8558,3-4年经验,本科,500-1000人,15.0,2.7080502011022096,广州,民营公司,互联网/电子商务,互联网/电子商务
8559,5年以上工作经验,本科,5000-10000人,28.5,3.349904087274605,北京,民营公司,金融/投资/证券,金融/投资/证券
8560,无工作经验,无学历要求,1000-5000人,6.5,1.8718021769015916,合肥,上市公司,计算机软件,计算机软件
8561,无工作经验,大专,1000-5000人,6.0,1.791759469228055,广州,外资企业,快速消费品(食品、饮料、化妆品),其他
8562,3-4年经验,本科,150-500人,17.5,2.862200880929469,北京,民营公司,计算机软件,计算机软件
8563,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8564,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8565,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8566,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,合肥,民营公司,通信/电信运营、增值服务,其他
8567,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,合肥,民营公司,通信/电信运营、增值服务,其他
8568,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,合肥,民营公司,通信/电信运营、增值服务,其他
8569,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,合肥,民营公司,通信/电信运营、增值服务,其他
8570,无工作经验,本科,500-1000人,17.5,2.862200880929469,北京,创业公司,互联网/电子商务,互联网/电子商务
8571,5年以上工作经验,本科,500-1000人,23.75,3.1675825304806504,上海,外资企业,多元化业务集团公司,其他
8572,3-4年经验,本科,10000人以上,7.0,1.9459101490553128,广州,上市公司,互联网/电子商务,互联网/电子商务
8573,3-4年经验,本科,1000-5000人,25.0,3.218875824868201,深圳,民营公司,计算机软件,计算机软件
8574,无工作经验,高中,50-150人,9.0,2.19722457733622,合肥,民营公司,其他,其他
8575,无工作经验,大专,150-500人,9.0,2.19722457733622,北京,合资,金融/投资/证券,金融/投资/证券
8576,无工作经验,无学历要求,500-1000人,22.5,3.1135153092103742,上海,民营公司,互联网/电子商务,互联网/电子商务
8577,5年以上工作经验,本科,500-1000人,30.0,3.4011973816621555,上海,民营公司,互联网/电子商务,互联网/电子商务
8578,无工作经验,无学历要求,500-1000人,12.5,2.525728644308256,其他,民营公司,计算机软件,计算机软件
8579,5年以上工作经验,本科,1000-5000人,22.5,3.1135153092103742,深圳,外资企业,互联网/电子商务,互联网/电子商务
8580,2年经验,大专,1000-5000人,8.5,2.1400661634962708,深圳,外资企业,互联网/电子商务,互联网/电子商务
8581,无工作经验,无学历要求,1000-5000人,10.0,2.302585092994046,深圳,外资企业,互联网/电子商务,互联网/电子商务
8582,1年经验,本科,5000-10000人,12.0,2.4849066497880004,北京,上市公司,计算机软件,计算机软件
8583,无工作经验,大专,150-500人,7.0,1.9459101490553128,广州,民营公司,其他,其他
8584,无工作经验,大专,1000-5000人,9.0,2.19722457733622,广州,合资,服装/纺织/皮革,服装/纺织/皮革
8585,无工作经验,本科,500-1000人,20.0,2.9957322735539913,广州,民营公司,计算机软件,计算机软件
8586,3-4年经验,大专,1000-5000人,7.0,1.9459101490553128,广州,合资,服装/纺织/皮革,服装/纺织/皮革
8587,无工作经验,无学历要求,1000-5000人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8588,1年经验,大专,50-150人,9.0,2.19722457733622,广州,合资,金融/投资/证券,金融/投资/证券
8589,无工作经验,无学历要求,10000人以上,14.0,2.6390573296152584,其他,外资企业,金融/投资/证券,金融/投资/证券
8590,无工作经验,无学历要求,150-500人,9.0,2.19722457733622,上海,上市公司,其他,其他
8591,5年以上工作经验,本科,500-1000人,21.5,3.068052935133617,杭州,外资企业,互联网/电子商务,互联网/电子商务
8592,无工作经验,高中,1000-5000人,5.5,1.7047480922384253,合肥,民营公司,金融/投资/证券,金融/投资/证券
8593,3-4年经验,大专,1000-5000人,12.5,2.525728644308256,成都,民营公司,其他,其他
8594,无工作经验,无学历要求,150-500人,5.25,1.6582280766035324,广州,民营公司,金融/投资/证券,金融/投资/证券
8595,1年经验,本科,少于50人,8.0,2.079441541679836,北京,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8596,无工作经验,本科,少于50人,3.75,1.3217558399823195,北京,民营公司,计算机服务(系统、数据服务、维修),计算机服务(系统、数据服务、维修)
8597,无工作经验,中专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8598,无工作经验,中专,150-500人,7.0,1.9459101490553128,广州,民营公司,金融/投资/证券,金融/投资/证券
8599,无工作经验,高中,1000-5000人,5.5,1.7047480922384253,合肥,民营公司,金融/投资/证券,金融/投资/证券
8600,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8601,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8602,无工作经验,无学历要求,150-500人,7.0,1.9459101490553128,合肥,上市公司,互联网/电子商务,互联网/电子商务
8603,无工作经验,无学历要求,50-150人,6.0,1.791759469228055,深圳,民营公司,计算机软件,计算机软件
8604,2年经验,本科,50-150人,9.0,2.19722457733622,深圳,民营公司,计算机软件,计算机软件
8605,2年经验,本科,50-150人,9.0,2.19722457733622,深圳,民营公司,计算机软件,计算机软件
