,exp,edu,scale,industry,avgsalary,lnsalary,city,type
7769,无工作经验,大专,150-500人,"金融/投资/证券,信托/担保/拍卖/典当",5.0,1.6094379124341003,广州,合资
7770,无工作经验,高中,50-150人,计算机软件,6.0,1.791759469228055,合肥,民营公司
7771,无工作经验,高中,50-150人,计算机软件,6.0,1.791759469228055,合肥,民营公司
7772,无工作经验,高中,50-150人,计算机软件,6.0,1.791759469228055,合肥,民营公司
7773,无工作经验,高中,50-150人,计算机软件,6.0,1.791759469228055,合肥,民营公司
7774,无工作经验,高中,50-150人,计算机软件,6.0,1.791759469228055,合肥,民营公司
7775,无工作经验,高中,50-150人,计算机软件,6.0,1.791759469228055,合肥,民营公司
7776,无工作经验,高中,50-150人,计算机软件,6.0,1.791759469228055,合肥,民营公司
7777,无工作经验,无学历要求,150-500人,金融/投资/证券,12.5,2.5257286443082556,其他,民营公司
7778,3-4年经验,硕士,10000人以上,"房地产,物业管理/商业中心",12.5,2.5257286443082556,成都,外资企业
7779,无工作经验,本科,1000-5000人,网络游戏,12.5,2.5257286443082556,广州,上市公司
7780,无工作经验,本科,10000人以上,保险,6.0,1.791759469228055,深圳,上市公司
7781,无工作经验,无学历要求,50-150人,互联网/电子商务,7.0,1.9459101490553132,其他,民营公司
7782,无工作经验,无学历要求,50-150人,互联网/电子商务,7.0,1.9459101490553132,其他,民营公司
7783,无工作经验,大专,150-500人,"金融/投资/证券,信托/担保/拍卖/典当",6.5,1.8718021769015913,广州,合资
7784,无工作经验,高中,150-500人,"金融/投资/证券,信托/担保/拍卖/典当",7.0,1.9459101490553132,广州,合资
7785,无工作经验,高中,150-500人,"金融/投资/证券,信托/担保/拍卖/典当",7.0,1.9459101490553132,广州,合资
7786,无工作经验,大专,150-500人,"金融/投资/证券,信托/担保/拍卖/典当",8.0,2.0794415416798357,广州,合资
7787,无工作经验,大专,150-500人,"金融/投资/证券,信托/担保/拍卖/典当",5.25,1.6582280766035324,广州,合资
7788,无工作经验,中专,,互联网/电子商务,6.0,1.791759469228055,合肥,民营公司
7789,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7790,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7791,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7792,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7793,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7794,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7795,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7796,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7797,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7798,无工作经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州,民营公司
7800,无工作经验,无学历要求,50-150人,贸易/进出口,9.5,2.2512917986064953,广州,民营公司
7804,5-7年经验,本科,10000人以上,互联网/电子商务,20.0,2.995732273553991,北京,外资企业
7805,无工作经验,无学历要求,500-1000人,互联网/电子商务,7.0,1.9459101490553132,合肥,上市公司
7806,无工作经验,无学历要求,500-1000人,互联网/电子商务,7.0,1.9459101490553132,合肥,上市公司
7807,无工作经验,无学历要求,500-1000人,互联网/电子商务,9.0,2.1972245773362196,合肥,上市公司
7808,无工作经验,无学历要求,500-1000人,互联网/电子商务,7.0,1.9459101490553132,合肥,上市公司
7809,无工作经验,无学历要求,500-1000人,互联网/电子商务,7.0,1.9459101490553132,合肥,上市公司
7810,无工作经验,无学历要求,500-1000人,互联网/电子商务,7.0,1.9459101490553132,合肥,上市公司
7811,1年经验,本科,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,北京,民营公司
7812,2年经验,无学历要求,150-500人,"教育/培训/院校,互联网/电子商务",12.5,2.5257286443082556,广州,民营公司
7813,2年经验,无学历要求,150-500人,"教育/培训/院校,互联网/电子商务",12.5,2.5257286443082556,广州,民营公司
7814,2年经验,无学历要求,150-500人,"教育/培训/院校,互联网/电子商务",12.5,2.5257286443082556,广州,民营公司
7815,无工作经验,高中,,电子技术/半导体/集成电路,6.5,1.8718021769015913,合肥,民营公司
7816,1年经验,大专,少于50人,"贸易/进出口,互联网/电子商务",9.0,2.1972245773362196,其他,民营公司
7817,2年经验,本科,1000-5000人,"电子技术/半导体/集成电路,计算机软件",17.5,2.8622008809294686,合肥,外资企业
7818,无工作经验,无学历要求,1000-5000人,"计算机软件,金融/投资/证券",6.5,1.8718021769015913,合肥,国企
7819,1年经验,本科,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,北京,民营公司
7820,1年经验,本科,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,北京,民营公司
7821,无工作经验,硕士,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,北京,民营公司
7822,3-4年经验,本科,10000人以上,"快速消费品(食品、饮料、化妆品),批发/零售",22.5,3.1135153092103742,广州,民营公司
7823,3-4年经验,硕士,10000人以上,"快速消费品(食品、饮料、化妆品),批发/零售",17.5,2.8622008809294686,广州,民营公司
7824,1年经验,大专,50-150人,"互联网/电子商务,办公用品及设备",7.0,1.9459101490553132,广州,民营公司
7825,无工作经验,中专,少于50人,"专业服务(咨询、人力资源、财会),金融/投资/证券",5.25,1.6582280766035324,合肥,民营公司
7826,2年经验,本科,1000-5000人,"计算机服务(系统、数据服务、维修),外包服务",15.0,2.70805020110221,上海,外资企业
7827,无工作经验,中专,500-1000人,金融/投资/证券,15.0,2.70805020110221,北京,合资
7828,2年经验,中专,500-1000人,金融/投资/证券,15.0,2.70805020110221,北京,合资
7829,2年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7830,无工作经验,中专,500-1000人,金融/投资/证券,10.0,2.302585092994046,北京,合资
7831,2年经验,中专,500-1000人,金融/投资/证券,15.0,2.70805020110221,北京,合资
7832,2年经验,中专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7833,无工作经验,中专,500-1000人,金融/投资/证券,15.0,2.70805020110221,北京,合资
7834,2年经验,大专,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
7835,无工作经验,高中,50-150人,金融/投资/证券,5.25,1.6582280766035324,广州,民营公司
7836,无工作经验,大专,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",4.5,1.5040773967762742,广州,民营公司
7839,1年经验,本科,500-1000人,"计算机软件,互联网/电子商务",9.0,2.1972245773362196,上海,民营公司
7840,无工作经验,无学历要求,,互联网/电子商务,6.0,1.791759469228055,合肥,民营公司
7841,无工作经验,无学历要求,,互联网/电子商务,6.0,1.791759469228055,合肥,民营公司
7842,无工作经验,中专,500-1000人,"多元化业务集团公司,金融/投资/证券",6.5,1.8718021769015913,合肥,民营公司
7843,无工作经验,无学历要求,50-150人,专业服务(咨询、人力资源、财会),5.25,1.6582280766035324,武汉,民营公司
7844,无工作经验,无学历要求,50-150人,专业服务(咨询、人力资源、财会),5.25,1.6582280766035324,武汉,民营公司
7845,5-7年经验,本科,500-1000人,"通信/电信/网络设备,电子技术/半导体/集成电路",22.5,3.1135153092103742,上海,外资企业
7846,1年经验,大专,50-150人,"专业服务(咨询、人力资源、财会),教育/培训/院校",7.5,2.0149030205422647,北京,民营公司
7847,无工作经验,中专,50-150人,"专业服务(咨询、人力资源、财会),教育/培训/院校",9.0,2.1972245773362196,北京,民营公司
7848,无工作经验,无学历要求,500-1000人,"金融/投资/证券,银行",12.5,2.5257286443082556,北京,上市公司
7849,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),7.5,2.0149030205422647,合肥,民营公司
7850,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),7.5,2.0149030205422647,合肥,民营公司
7851,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),9.0,2.1972245773362196,合肥,民营公司
7852,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),7.5,2.0149030205422647,合肥,民营公司
7853,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),6.0,1.791759469228055,合肥,民营公司
7854,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),6.0,1.791759469228055,合肥,民营公司
7855,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),6.0,1.791759469228055,合肥,民营公司
7856,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),7.5,2.0149030205422647,合肥,民营公司
7857,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),6.0,1.791759469228055,合肥,民营公司
7858,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),6.0,1.791759469228055,合肥,民营公司
7859,无工作经验,无学历要求,少于50人,专业服务(咨询、人力资源、财会),6.0,1.791759469228055,合肥,民营公司
7860,3-4年经验,大专,10000人以上,"计算机软件,计算机服务(系统、数据服务、维修)",7.0,1.9459101490553132,深圳,合资
7862,1年经验,大专,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,北京,民营公司
7863,2年经验,本科,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,北京,民营公司
7864,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
7865,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
7866,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
7867,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
7868,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
7869,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
7870,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
7871,3-4年经验,本科,5000-10000人,"计算机软件,互联网/电子商务",21.0,3.044522437723423,深圳,外资企业
7872,3-4年经验,本科,500-1000人,"计算机软件,计算机服务(系统、数据服务、维修)",22.5,3.1135153092103742,其他,民营公司
7873,无工作经验,本科,150-500人,金融/投资/证券,9.0,2.1972245773362196,北京,民营公司
7874,无工作经验,本科,150-500人,金融/投资/证券,7.0,1.9459101490553132,北京,民营公司
7875,无工作经验,本科,150-500人,金融/投资/证券,7.5,2.0149030205422647,北京,民营公司
7876,无工作经验,本科,150-500人,金融/投资/证券,7.0,1.9459101490553132,北京,民营公司
7877,无工作经验,本科,150-500人,金融/投资/证券,7.0,1.9459101490553132,北京,民营公司
7878,无工作经验,本科,150-500人,金融/投资/证券,9.0,2.1972245773362196,北京,民营公司
7879,无工作经验,中专,500-1000人,"金融/投资/证券,多元化业务集团公司",7.0,1.9459101490553132,深圳,合资
7880,无工作经验,中专,500-1000人,"金融/投资/证券,多元化业务集团公司",7.0,1.9459101490553132,深圳,合资
7881,无工作经验,无学历要求,150-500人,金融/投资/证券,7.0,1.9459101490553132,广州,合资
7882,1年经验,本科,1000-5000人,互联网/电子商务,5.0,1.6094379124341003,成都,民营公司
7883,无工作经验,高中,150-500人,"专业服务(咨询、人力资源、财会),金融/投资/证券",7.5,2.0149030205422647,广州,民营公司
7884,2年经验,大专,500-1000人,"快速消费品(食品、饮料、化妆品),批发/零售",9.0,2.1972245773362196,北京,民营公司
7885,1年经验,大专,500-1000人,金融/投资/证券,12.5,2.5257286443082556,北京,合资
7886,无工作经验,本科,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
7887,2年经验,大专,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
7888,1年经验,本科,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
7889,1年经验,本科,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
7890,3-4年经验,本科,1000-5000人,"互联网/电子商务,金融/投资/证券",5.5,1.7047480922384253,广州,民营公司
7891,2年经验,中专,150-500人,"批发/零售,服装/纺织/皮革",5.75,1.749199854809259,其他,民营公司
7892,无工作经验,本科,10000人以上,"房地产,中介服务",9.0,2.1972245773362196,上海,民营公司
7893,1年经验,本科,50-150人,"计算机软件,互联网/电子商务",6.0,1.791759469228055,杭州,外资企业
7894,1年经验,本科,50-150人,"计算机软件,互联网/电子商务",6.0,1.791759469228055,广州,外资企业
7895,无工作经验,大专,500-1000人,"服装/纺织/皮革,批发/零售",7.0,1.9459101490553132,上海,合资
7896,3-4年经验,本科,150-500人,"通信/电信运营、增值服务,批发/零售",10.0,2.302585092994046,其他,民营公司
7897,3-4年经验,本科,150-500人,"通信/电信运营、增值服务,批发/零售",10.0,2.302585092994046,其他,民营公司
7898,无工作经验,无学历要求,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",60.0,4.0943445622221,上海,民营公司
7899,无工作经验,无学历要求,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",18.5,2.917770732084279,其他,民营公司
7900,无工作经验,无学历要求,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",18.5,2.917770732084279,上海,民营公司
7901,无工作经验,无学历要求,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",20.0,2.995732273553991,上海,民营公司
7902,无工作经验,无学历要求,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",17.5,2.8622008809294686,其他,民营公司
7903,8-9年经验,本科,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",22.5,3.1135153092103742,其他,民营公司
7904,8-9年经验,本科,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",22.5,3.1135153092103742,上海,民营公司
7905,8-9年经验,本科,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",22.5,3.1135153092103742,上海,民营公司
7906,8-9年经验,本科,50-150人,"计算机服务(系统、数据服务、维修),互联网/电子商务",22.5,3.1135153092103742,其他,民营公司
7907,无工作经验,无学历要求,50-150人,"计算机软件,环保",4.5,1.5040773967762742,其他,民营公司
7908,无工作经验,无学历要求,50-150人,"计算机软件,环保",4.5,1.5040773967762742,其他,民营公司
7909,无工作经验,无学历要求,50-150人,"计算机软件,环保",6.0,1.791759469228055,其他,民营公司
7910,2年经验,本科,150-500人,"金融/投资/证券,银行",11.5,2.4423470353692043,北京,民营公司
7911,1年经验,本科,150-500人,"金融/投资/证券,银行",11.5,2.4423470353692043,北京,民营公司
7912,无工作经验,本科,150-500人,金融/投资/证券,9.0,2.1972245773362196,北京,民营公司
7913,无工作经验,本科,150-500人,金融/投资/证券,9.0,2.1972245773362196,北京,民营公司
7914,无工作经验,本科,150-500人,金融/投资/证券,7.5,2.0149030205422647,北京,民营公司
7915,无工作经验,本科,150-500人,金融/投资/证券,7.5,2.0149030205422647,北京,民营公司
7916,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
7917,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
7918,无工作经验,无学历要求,1000-5000人,广告,4.5,1.5040773967762742,广州,合资
7919,无工作经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7920,3-4年经验,大专,500-1000人,金融/投资/证券,27.5,3.3141860046725258,北京,合资
7921,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7922,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7923,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7924,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7925,2年经验,大专,500-1000人,金融/投资/证券,12.5,2.5257286443082556,北京,合资
7926,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7927,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7928,3-4年经验,大专,500-1000人,金融/投资/证券,17.5,2.8622008809294686,北京,合资
7929,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7930,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7931,3-4年经验,本科,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7932,2年经验,大专,500-1000人,金融/投资/证券,12.5,2.5257286443082556,北京,合资
7933,2年经验,大专,500-1000人,金融/投资/证券,12.5,2.5257286443082556,北京,合资
7934,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7935,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7936,3-4年经验,大专,500-1000人,金融/投资/证券,17.5,2.8622008809294686,北京,合资
7937,无工作经验,大专,500-1000人,金融/投资/证券,9.0,2.1972245773362196,北京,合资
7938,3-4年经验,大专,500-1000人,金融/投资/证券,22.5,3.1135153092103742,北京,合资
7939,2年经验,大专,500-1000人,金融/投资/证券,12.5,2.5257286443082556,北京,合资
7940,3-4年经验,大专,500-1000人,金融/投资/证券,27.5,3.3141860046725258,北京,合资
7941,3-4年经验,大专,500-1000人,金融/投资/证券,17.5,2.8622008809294686,北京,合资
7942,2年经验,大专,500-1000人,金融/投资/证券,12.5,2.5257286443082556,北京,合资
7943,3-4年经验,本科,1000-5000人,"计算机硬件,计算机服务(系统、数据服务、维修)",14.583333333333334,2.6798793241355137,其他,国企
7944,2年经验,本科,1000-5000人,"计算机硬件,计算机服务(系统、数据服务、维修)",14.583333333333334,2.6798793241355137,北京,国企
7945,1年经验,本科,1000-5000人,"计算机硬件,计算机服务(系统、数据服务、维修)",10.416666666666668,2.3434070875143007,北京,国企
7946,1年经验,大专,5000-10000人,"互联网/电子商务,交通/运输/物流",5.25,1.6582280766035324,其他,外资企业
7947,无工作经验,大专,5000-10000人,"互联网/电子商务,交通/运输/物流",8.0,2.0794415416798357,武汉,外资企业
7948,无工作经验,大专,150-500人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",4.0,1.3862943611198906,广州,合资
7949,2年经验,硕士,150-500人,计算机软件,15.0,2.70805020110221,北京,创业公司
7950,无工作经验,无学历要求,50-150人,电子技术/半导体/集成电路,7.0,1.9459101490553132,南京,民营公司
7951,3-4年经验,本科,50-150人,计算机软件,15.0,2.70805020110221,广州,创业公司
7952,3-4年经验,本科,50-150人,计算机软件,15.0,2.70805020110221,广州,创业公司
7953,3-4年经验,本科,50-150人,计算机软件,15.0,2.70805020110221,广州,创业公司
7954,3-4年经验,本科,500-1000人,"计算机软件,建筑/建材/工程",15.0,2.70805020110221,上海,民营公司
7955,1年经验,大专,150-500人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553132,广州,民营公司
7956,1年经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",8.0,2.0794415416798357,上海,民营公司
7957,1年经验,本科,500-1000人,"金融/投资/证券,互联网/电子商务",9.0,2.1972245773362196,上海,民营公司
7958,1年经验,大专,1000-5000人,"服装/纺织/皮革,批发/零售",5.25,1.6582280766035324,其他,外资企业
7959,无工作经验,本科,500-1000人,"医疗设备/器械,交通/运输/物流",7.0,1.9459101490553132,北京,国企
7960,无工作经验,中技,500-1000人,"教育/培训/院校,互联网/电子商务",7.0,1.9459101490553132,其他,合资
7961,无工作经验,中技,500-1000人,"教育/培训/院校,互联网/电子商务",5.25,1.6582280766035324,其他,合资
7962,无工作经验,中技,500-1000人,"教育/培训/院校,互联网/电子商务",5.75,1.749199854809259,其他,合资
7963,无工作经验,中专,500-1000人,"教育/培训/院校,互联网/电子商务",6.25,1.8325814637483102,其他,合资
7964,无工作经验,中专,500-1000人,"教育/培训/院校,互联网/电子商务",7.5,2.0149030205422647,其他,合资
7965,无工作经验,大专,500-1000人,"教育/培训/院校,互联网/电子商务",8.0,2.0794415416798357,其他,合资
7966,1年经验,大专,150-500人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",9.0,2.1972245773362196,武汉,创业公司
7968,无工作经验,无学历要求,150-500人,"互联网/电子商务,影视/媒体/艺术/文化传播",9.0,2.1972245773362196,深圳,上市公司
7969,无工作经验,本科,1000-5000人,"计算机服务(系统、数据服务、维修),外包服务",4.75,1.55814461804655,其他,外资企业
7970,1年经验,本科,50-150人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,上海,民营公司
7971,无工作经验,无学历要求,150-500人,"专业服务(咨询、人力资源、财会),互联网/电子商务",5.25,1.6582280766035324,南京,合资
7972,1年经验,本科,150-500人,"金融/投资/证券,银行",11.5,2.4423470353692043,北京,民营公司
7973,无工作经验,大专,500-1000人,金融/投资/证券,16.5,2.803360380906535,北京,合资
7974,2年经验,大专,500-1000人,金融/投资/证券,16.5,2.803360380906535,北京,合资
7975,无工作经验,大专,500-1000人,金融/投资/证券,14.0,2.6390573296152584,北京,合资
7976,无工作经验,大专,500-1000人,金融/投资/证券,16.5,2.803360380906535,北京,合资
7977,1年经验,本科,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
7978,1年经验,本科,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
7979,无工作经验,大专,500-1000人,金融/投资/证券,17.5,2.8622008809294686,北京,合资
7980,无工作经验,本科,500-1000人,金融/投资/证券,20.0,2.995732273553991,北京,合资
7981,无工作经验,大专,500-1000人,金融/投资/证券,17.5,2.8622008809294686,北京,合资
7982,2年经验,中专,500-1000人,金融/投资/证券,25.0,3.2188758248682006,北京,合资
7983,无工作经验,中专,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,深圳,民营公司
7984,无工作经验,高中,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,深圳,民营公司
7985,无工作经验,高中,150-500人,"金融/投资/证券,银行",9.0,2.1972245773362196,深圳,民营公司
7986,无工作经验,中专,150-500人,"金融/投资/证券,银行",9.0,2.1972245773362196,深圳,民营公司
7987,无工作经验,初中及以下,150-500人,"金融/投资/证券,银行",9.0,2.1972245773362196,深圳,民营公司
7988,无工作经验,高中,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,深圳,民营公司
7989,无工作经验,高中,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,深圳,民营公司
7990,3-4年经验,本科,50-150人,金融/投资/证券,17.5,2.8622008809294686,上海,合资
7991,无工作经验,无学历要求,150-500人,"金融/投资/证券,银行",9.0,2.1972245773362196,深圳,民营公司
7992,无工作经验,高中,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,深圳,民营公司
7993,无工作经验,高中,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,深圳,民营公司
7994,无工作经验,高中,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,深圳,民营公司
7995,无工作经验,中专,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,深圳,民营公司
7996,无工作经验,中专,150-500人,"金融/投资/证券,银行",9.0,2.1972245773362196,深圳,民营公司
7997,无工作经验,高中,150-500人,"金融/投资/证券,银行",7.0,1.9459101490553132,深圳,民营公司
7998,无工作经验,中专,150-500人,"金融/投资/证券,银行",12.5,2.5257286443082556,深圳,民营公司
7999,2年经验,本科,1000-5000人,"互联网/电子商务,家居/室内设计/装潢",8.0,2.0794415416798357,其他,民营公司
8000,2年经验,本科,1000-5000人,"互联网/电子商务,家居/室内设计/装潢",11.5,2.4423470353692043,其他,民营公司
8001,2年经验,本科,1000-5000人,"互联网/电子商务,计算机软件",6.0,1.791759469228055,广州,外资企业
8002,1年经验,大专,500-1000人,"互联网/电子商务,服装/纺织/皮革",7.5,2.0149030205422647,其他,民营公司
8003,无工作经验,大专,10000人以上,"服装/纺织/皮革,批发/零售",4.25,1.4469189829363254,其他,民营公司
8004,无工作经验,本科,500-1000人,"计算机软件,交通/运输/物流",3.75,1.3217558399823195,其他,外资企业
8005,2年经验,大专,1000-5000人,"计算机服务(系统、数据服务、维修),计算机软件",12.5,2.5257286443082556,深圳,合资
8006,3-4年经验,大专,50-150人,快速消费品(食品、饮料、化妆品),10.5,2.3513752571634776,上海,民营公司
8007,无工作经验,无学历要求,500-1000人,快速消费品(食品、饮料、化妆品),5.25,1.6582280766035324,其他,国企
8008,2年经验,本科,1000-5000人,"银行,金融/投资/证券",10.5,2.3513752571634776,广州,国企
8009,2年经验,硕士,50-150人,学术/科研,7.5,2.0149030205422647,其他,民营公司
8010,无工作经验,大专,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",6.5,1.8718021769015913,其他,民营公司
8011,3-4年经验,大专,1000-5000人,"服装/纺织/皮革,批发/零售",9.0,2.1972245773362196,广州,民营公司
8012,5-7年经验,本科,1000-5000人,服装/纺织/皮革,20.0,2.995732273553991,其他,合资
8013,3-4年经验,本科,,计算机软件,7.0,1.9459101490553132,其他,外资企业
8014,无工作经验,无学历要求,150-500人,"建筑/建材/工程,家居/室内设计/装潢",5.5,1.7047480922384253,北京,国企
8015,2年经验,大专,10000人以上,互联网/电子商务,5.25,1.6582280766035324,西安,外资企业
8016,无工作经验,高中,500-1000人,"外包服务,通信/电信/网络设备",9.0,2.1972245773362196,合肥,民营公司
8017,1年经验,高中,150-500人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",6.5,1.8718021769015913,成都,上市公司
8018,无工作经验,无学历要求,50-150人,"金融/投资/证券,多元化业务集团公司",7.0,1.9459101490553132,广州,合资
8019,2年经验,本科,1000-5000人,"计算机软件,通信/电信运营、增值服务",13.0,2.5649493574615367,其他,国企
8021,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
8022,无工作经验,大专,少于50人,影视/媒体/艺术/文化传播,4.5,1.5040773967762742,其他,民营公司
8023,无工作经验,无学历要求,150-500人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553132,北京,合资
8024,无工作经验,无学历要求,150-500人,"金融/投资/证券,互联网/电子商务",10.5,2.3513752571634776,北京,合资
8025,5-7年经验,本科,10000人以上,互联网/电子商务,22.5,3.1135153092103742,其他,合资
8026,无工作经验,大专,500-1000人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,成都,上市公司
8027,无工作经验,高中,500-1000人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,成都,上市公司
8028,无工作经验,高中,500-1000人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,成都,上市公司
8029,无工作经验,高中,500-1000人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,成都,上市公司
8030,无工作经验,大专,500-1000人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,成都,上市公司
8031,无工作经验,高中,,电子技术/半导体/集成电路,9.0,2.1972245773362196,合肥,民营公司
8032,1年经验,大专,10000人以上,互联网/电子商务,4.25,1.4469189829363254,其他,外资企业
8033,3-4年经验,本科,5000-10000人,计算机软件,17.5,2.8622008809294686,上海,合资
8034,1年经验,本科,5000-10000人,计算机软件,11.0,2.3978952727983707,北京,合资
8035,5-7年经验,本科,5000-10000人,计算机软件,15.5,2.740840023925201,上海,合资
8036,无工作经验,大专,5000-10000人,计算机软件,7.0,1.9459101490553132,上海,合资
8037,2年经验,本科,5000-10000人,计算机软件,12.5,2.5257286443082556,北京,合资
8038,无工作经验,无学历要求,10000人以上,"互联网/电子商务,金融/投资/证券",7.5,2.0149030205422647,合肥,上市公司
8039,无工作经验,无学历要求,10000人以上,"互联网/电子商务,金融/投资/证券",6.5,1.8718021769015913,合肥,上市公司
