,location,exp,edu,type,scale,industry,avgsalary,lnsalary
8620,深圳-福田区,无工作经验,本科,外资（欧美）,500-1000人,金融/投资/证券,6.0,1.791759469228055
8621,深圳-福田区,无工作经验,本科,外资（欧美）,500-1000人,金融/投资/证券,7.0,1.9459101490553128
8622,佛山-南海区,2年经验,本科,民营公司,1000-5000人,"批发/零售,计算机软件",5.25,1.6582280766035324
8623,上海-闵行区,3-4年经验,本科,合资,500-1000人,"互联网/电子商务,酒店/旅游",25.0,3.218875824868201
8624,广州-天河区,1年经验,大专,民营公司,50-150人,"批发/零售,快速消费品(食品、饮料、化妆品)",12.0,2.4849066497880004
8625,合肥-经开区,无工作经验,高中,民营公司,1000-5000人,互联网/电子商务,7.0,1.9459101490553128
8626,合肥-经开区,无工作经验,高中,民营公司,1000-5000人,互联网/电子商务,7.0,1.9459101490553128
8627,合肥-瑶海区,无工作经验,高中,民营公司,1000-5000人,互联网/电子商务,7.0,1.9459101490553128
8628,合肥-高新区,无工作经验,高中,民营公司,1000-5000人,互联网/电子商务,7.0,1.9459101490553128
8629,合肥-高新区,无工作经验,高中,民营公司,1000-5000人,互联网/电子商务,7.0,1.9459101490553128
8630,杭州-萧山区,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,通信/电信运营、增值服务",5.25,1.6582280766035324
8631,杭州-西湖区,无工作经验,无学历要求,民营公司,150-500人,"互联网/电子商务,通信/电信运营、增值服务",5.25,1.6582280766035324
8632,成都-青羊区,2年经验,本科,民营公司,1000-5000人,"金融/投资/证券,信托/担保/拍卖/典当",7.0,1.9459101490553128
8633,广州-天河区,1年经验,大专,合资,50-150人,"金融/投资/证券,奢侈品/收藏品/工艺品/珠宝",9.0,2.19722457733622
8634,广州-天河区,3-4年经验,本科,合资,10000人以上,"银行,金融/投资/证券",9.0,2.19722457733622
8635,广州-天河区,1年经验,大专,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622
8636,佛山-南海区,无工作经验,本科,民营公司,5000-10000人,"批发/零售,互联网/电子商务",12.5,2.525728644308256
8637,北京,5-7年经验,本科,民营公司,1000-5000人,"石油/化工/矿产/地质,房地产",22.5,3.1135153092103742
8638,广州,1年经验,大专,上市公司,10000人以上,互联网/电子商务,4.5,1.5040773967762742
8639,杭州-西湖区,无工作经验,无学历要求,合资,少于50人,"金融/投资/证券,计算机服务(系统、数据服务、维修)",15.0,2.70805020110221
8640,杭州-西湖区,无工作经验,无学历要求,合资,少于50人,"金融/投资/证券,计算机服务(系统、数据服务、维修)",15.0,2.70805020110221
8641,上海-静安区,无工作经验,本科,合资,1000-5000人,专业服务(咨询、人力资源、财会),9.0,2.19722457733622
8642,广州-天河区,无工作经验,中专,民营公司,,"电子技术/半导体/集成电路,计算机软件",7.0,1.9459101490553128
8643,广州-天河区,无工作经验,中专,民营公司,,"电子技术/半导体/集成电路,计算机软件",7.0,1.9459101490553128
8644,南京-鼓楼区,无工作经验,本科,民营公司,10000人以上,"房地产,中介服务",5.833333333333334,1.7635885922613588
8645,西安-高新技术产业开发区,无工作经验,大专,外企代表处,150-500人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553128
8646,上海-浦东新区,1年经验,本科,合资,150-500人,"金融/投资/证券,计算机软件",7.5,2.0149030205422647
8647,天津-和平区,无工作经验,无学历要求,外资（欧美）,10000人以上,金融/投资/证券,12.5,2.525728644308256
8648,天津-和平区,无工作经验,无学历要求,外资（欧美）,10000人以上,金融/投资/证券,9.0,2.19722457733622
8649,合肥-包河区,无工作经验,无学历要求,民营公司,50-150人,"通信/电信运营、增值服务,外包服务",9.0,2.19722457733622
8650,成都-青羊区,无工作经验,初中及以下,合资,500-1000人,"金融/投资/证券,外包服务",5.25,1.6582280766035324
8651,绍兴,2年经验,本科,民营公司,1000-5000人,金融/投资/证券,13.333333333333332,2.5902671654458267
8652,成都-青羊区,无工作经验,高中,合资,500-1000人,"金融/投资/证券,外包服务",6.25,1.8325814637483104
8653,成都-青羊区,无工作经验,高中,合资,500-1000人,"金融/投资/证券,外包服务",5.25,1.6582280766035324
8654,北京,1年经验,本科,国企,1000-5000人,"影视/媒体/艺术/文化传播,批发/零售",9.0,2.19722457733622
8655,乌鲁木齐,2年经验,本科,国企,10000人以上,多元化业务集团公司,5.25,1.6582280766035324
8656,青岛,无工作经验,大专,民营公司,50-150人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",10.0,2.302585092994046
8657,合肥-包河区,无工作经验,无学历要求,民营公司,50-150人,"通信/电信运营、增值服务,外包服务",9.0,2.19722457733622
8658,北京-海淀区,3-4年经验,硕士,创业公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",26.666666666666668,3.283414346005772
8659,北京-海淀区,无工作经验,本科,创业公司,50-150人,"计算机软件,计算机服务(系统、数据服务、维修)",11.5,2.4423470353692043
8660,江门,无工作经验,大专,民营公司,500-1000人,"计算机软件,计算机服务(系统、数据服务、维修)",5.0,1.6094379124341005
8661,大连-高新园区,无工作经验,本科,外资（非欧美）,1000-5000人,"计算机服务(系统、数据服务、维修),外包服务",4.75,1.55814461804655
8662,福州,无工作经验,本科,国企,10000人以上,"通信/电信运营、增值服务,计算机软件",11.666666666666668,2.456735772821304
8663,成都-青羊区,无工作经验,中技,合资,500-1000人,"金融/投资/证券,外包服务",5.25,1.6582280766035324
8664,合肥-高新区,无工作经验,无学历要求,上市公司,1000-5000人,新能源,8.333333333333334,2.120263536200091
8665,上海-徐汇区,1年经验,大专,合资,50-150人,"专业服务(咨询、人力资源、财会),互联网/电子商务",4.5,1.5040773967762742
8666,广州-天河区,3-4年经验,大专,民营公司,150-500人,"互联网/电子商务,汽车及零配件",5.5,1.7047480922384253
8667,北京-昌平区,无工作经验,本科,上市公司,1000-5000人,"制药/生物工程,医疗设备/器械",17.5,2.862200880929469
8668,广州-海珠区,1年经验,大专,上市公司,150-500人,"计算机服务(系统、数据服务、维修),计算机软件",10.0,2.302585092994046
8669,合肥-蜀山区,无工作经验,无学历要求,创业公司,少于50人,"专业服务(咨询、人力资源、财会),互联网/电子商务",5.25,1.6582280766035324
8670,上海,无工作经验,无学历要求,外资（非欧美）,1000-5000人,批发/零售,12.5,2.525728644308256
8671,合肥,2年经验,大专,民营公司,1000-5000人,"服装/纺织/皮革,批发/零售",3.85,1.3480731482996928
8672,北京-朝阳区,2年经验,本科,合资,1000-5000人,专业服务(咨询、人力资源、财会),9.0,2.19722457733622
8673,合肥-经开区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",9.0,2.19722457733622
8674,深圳-宝安区,1年经验,本科,民营公司,50-150人,"互联网/电子商务,服装/纺织/皮革",6.25,1.8325814637483104
8675,广州-南沙区,无工作经验,大专,外资（欧美）,1000-5000人,印刷/包装/造纸,5.25,1.6582280766035324
8676,郑州,2年经验,本科,民营公司,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",11.0,2.3978952727983707
8677,合肥,5-7年经验,本科,民营公司,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",17.5,2.862200880929469
8678,贵阳,5-7年经验,本科,民营公司,1000-5000人,"计算机软件,计算机服务(系统、数据服务、维修)",17.5,2.862200880929469
8679,北京-东城区,无工作经验,本科,民营公司,1000-5000人,"中介服务,专业服务(咨询、人力资源、财会)",9.0,2.19722457733622
8680,北京-海淀区,无工作经验,本科,民营公司,1000-5000人,"中介服务,专业服务(咨询、人力资源、财会)",9.0,2.19722457733622
8681,北京-海淀区,无工作经验,本科,民营公司,1000-5000人,"中介服务,专业服务(咨询、人力资源、财会)",9.0,2.19722457733622
8682,佛山-南海区,无工作经验,无学历要求,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),5.25,1.6582280766035324
8683,佛山-南海区,无工作经验,无学历要求,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),5.25,1.6582280766035324
8684,上海-徐汇区,1年经验,大专,上市公司,10000人以上,"房地产,租赁服务",5.25,1.6582280766035324
8685,北京-海淀区,无工作经验,本科,民营公司,1000-5000人,"中介服务,专业服务(咨询、人力资源、财会)",12.5,2.525728644308256
8686,北京-东城区,无工作经验,无学历要求,民营公司,少于50人,计算机服务(系统、数据服务、维修),11.5,2.4423470353692043
8687,合肥-蜀山区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",9.0,2.19722457733622
8688,合肥-政务区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",9.0,2.19722457733622
8689,重庆-渝北区,无工作经验,本科,民营公司,1000-5000人,互联网/电子商务,5.0,1.6094379124341005
8690,重庆,3-4年经验,本科,民营公司,1000-5000人,互联网/电子商务,12.0,2.4849066497880004
8691,合肥-经开区,无工作经验,无学历要求,上市公司,500-1000人,互联网/电子商务,7.0,1.9459101490553128
8692,合肥-蜀山区,无工作经验,高中,民营公司,150-500人,互联网/电子商务,6.0,1.791759469228055
8693,合肥-蜀山区,无工作经验,高中,民营公司,150-500人,互联网/电子商务,7.0,1.9459101490553128
8694,重庆-渝北区,无工作经验,无学历要求,国企,1000-5000人,"通信/电信/网络设备,互联网/电子商务",12.5,2.525728644308256
8695,武汉-江夏区,无工作经验,无学历要求,民营公司,1000-5000人,金融/投资/证券,5.5,1.7047480922384253
8696,深圳-宝安区,1年经验,大专,合资,1000-5000人,交通/运输/物流,5.75,1.749199854809259
8697,广州-天河区,1年经验,大专,民营公司,150-500人,金融/投资/证券,9.0,2.19722457733622
8698,北京,5-7年经验,本科,上市公司,5000-10000人,"计算机软件,计算机服务(系统、数据服务、维修)",18.0,2.8903717578961645
8699,西安,3-4年经验,本科,国企,10000人以上,"通信/电信运营、增值服务,计算机软件",9.0,2.19722457733622
8700,合肥-滨湖新区,无工作经验,无学历要求,民营公司,150-500人,互联网/电子商务,7.0,1.9459101490553128
8701,合肥-滨湖新区,无工作经验,中专,民营公司,150-500人,互联网/电子商务,7.0,1.9459101490553128
8702,合肥-蜀山区,无工作经验,无学历要求,民营公司,50-150人,"通信/电信运营、增值服务,外包服务",9.0,2.19722457733622
8703,广州-番禺区,无工作经验,本科,民营公司,500-1000人,"互联网/电子商务,计算机软件",12.0,2.4849066497880004
8704,上海-虹口区,2年经验,无学历要求,外资（非欧美）,500-1000人,批发/零售,12.5,2.525728644308256
8705,南京-浦口区,无工作经验,本科,外资（欧美）,150-500人,互联网/电子商务,3.75,1.3217558399823195
8706,西安-高新技术产业开发区,无工作经验,大专,合资,150-500人,"多元化业务集团公司,互联网/电子商务",12.5,2.525728644308256
8707,深圳,无工作经验,本科,民营公司,少于50人,"计算机服务(系统、数据服务、维修),互联网/电子商务",8.0,2.079441541679836
8708,广州-天河区,无工作经验,高中,民营公司,150-500人,金融/投资/证券,7.0,1.9459101490553128
8709,北京-丰台区,5-7年经验,本科,民营公司,1000-5000人,"银行,金融/投资/证券",16.5,2.803360380906535
8710,北京-丰台区,5-7年经验,本科,民营公司,1000-5000人,"银行,金融/投资/证券",16.5,2.803360380906535
8711,北京-丰台区,2年经验,本科,民营公司,1000-5000人,"银行,金融/投资/证券",16.5,2.803360380906535
8712,杭州,1年经验,大专,民营公司,500-1000人,服装/纺织/皮革,5.25,1.6582280766035324
8713,长沙-雨花区,无工作经验,大专,民营公司,50-150人,"贸易/进出口,交通/运输/物流",5.5,1.7047480922384253
8714,长沙-岳麓区,无工作经验,大专,民营公司,50-150人,"贸易/进出口,交通/运输/物流",5.25,1.6582280766035324
8715,上海,无工作经验,无学历要求,民营公司,10000人以上,"房地产,中介服务",9.0,2.19722457733622
8716,福州,2年经验,本科,国企,10000人以上,"通信/电信运营、增值服务,计算机软件",20.0,2.995732273553991
8717,深圳-南山区,2年经验,本科,民营公司,50-150人,"汽车及零配件,通信/电信/网络设备",7.5,2.0149030205422647
8718,上海-嘉定区,无工作经验,本科,外资（非欧美）,5000-10000人,"汽车及零配件,互联网/电子商务",17.5,2.862200880929469
8719,上海-浦东新区,10年以上经验,本科,合资,10000人以上,"制药/生物工程,外包服务",30.0,3.4011973816621555
8720,深圳-福田区,2年经验,本科,外资（欧美）,1000-5000人,批发/零售,12.5,2.525728644308256
8721,广州-海珠区,3-4年经验,本科,民营公司,500-1000人,互联网/电子商务,15.0,2.70805020110221
8722,北京-朝阳区,8-9年经验,本科,民营公司,5000-10000人,金融/投资/证券,28.5,3.349904087274605
8723,合肥-高新区,无工作经验,无学历要求,上市公司,1000-5000人,计算机软件,6.5,1.8718021769015916
8724,广州,无工作经验,大专,外资（欧美）,1000-5000人,快速消费品(食品、饮料、化妆品),6.0,1.791759469228055
8725,北京-海淀区,3-4年经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",17.5,2.862200880929469
8726,合肥-经开区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",9.0,2.19722457733622
8727,合肥-瑶海区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",9.0,2.19722457733622
8728,合肥-政务区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",9.0,2.19722457733622
8729,合肥-瑶海区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",7.0,1.9459101490553128
8730,合肥-经开区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",9.0,2.19722457733622
8731,合肥-经开区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",7.0,1.9459101490553128
8732,合肥-瑶海区,无工作经验,无学历要求,民营公司,150-500人,"通信/电信运营、增值服务,通信/电信/网络设备",7.0,1.9459101490553128
8733,北京-朝阳区,无工作经验,本科,创业公司,500-1000人,"互联网/电子商务,教育/培训/院校",17.5,2.862200880929469
8734,上海-浦东新区,5-7年经验,本科,外资（欧美）,500-1000人,多元化业务集团公司,23.75,3.1675825304806504
8735,广州-黄埔区,3-4年经验,本科,上市公司,10000人以上,"互联网/电子商务,批发/零售",7.0,1.9459101490553128
8736,深圳-南山区,3-4年经验,本科,民营公司,1000-5000人,"计算机软件,互联网/电子商务",25.0,3.218875824868201
8737,合肥-经开区,无工作经验,高中,民营公司,50-150人,通信/电信/网络设备,9.0,2.19722457733622
8738,北京-朝阳区,无工作经验,大专,合资,150-500人,金融/投资/证券,9.0,2.19722457733622
8739,上海-浦东新区,无工作经验,无学历要求,民营公司,500-1000人,"互联网/电子商务,计算机软件",22.5,3.1135153092103742
8740,上海-浦东新区,5-7年经验,本科,民营公司,500-1000人,"互联网/电子商务,计算机软件",30.0,3.4011973816621555
8741,大连-中山区,无工作经验,无学历要求,民营公司,500-1000人,"计算机软件,通信/电信/网络设备",12.5,2.525728644308256
8742,深圳-福田区,5-7年经验,本科,外资（非欧美）,1000-5000人,互联网/电子商务,22.5,3.1135153092103742
8743,深圳,2年经验,大专,外资（非欧美）,1000-5000人,互联网/电子商务,8.5,2.1400661634962708
8744,深圳-福田区,无工作经验,无学历要求,外资（非欧美）,1000-5000人,互联网/电子商务,10.0,2.302585092994046
8745,北京,1年经验,本科,上市公司,5000-10000人,"计算机软件,计算机服务(系统、数据服务、维修)",12.0,2.4849066497880004
8746,广州-天河区,无工作经验,大专,民营公司,150-500人,网络游戏,7.0,1.9459101490553128
8747,广州-白云区,无工作经验,大专,合资,1000-5000人,服装/纺织/皮革,9.0,2.19722457733622
8748,广州,无工作经验,本科,民营公司,500-1000人,"计算机软件,通信/电信/网络设备",20.0,2.995732273553991
8749,广州-白云区,3-4年经验,大专,合资,1000-5000人,服装/纺织/皮革,7.0,1.9459101490553128
8750,合肥-蜀山区,无工作经验,无学历要求,上市公司,1000-5000人,"互联网/电子商务,通信/电信运营、增值服务",7.0,1.9459101490553128
8751,广州-天河区,1年经验,大专,合资,50-150人,"金融/投资/证券,奢侈品/收藏品/工艺品/珠宝",9.0,2.19722457733622
8752,天津-和平区,无工作经验,无学历要求,外资（欧美）,10000人以上,金融/投资/证券,14.0,2.6390573296152584
8753,上海-黄浦区,无工作经验,无学历要求,上市公司,150-500人,"广告,影视/媒体/艺术/文化传播",9.0,2.19722457733622
8754,杭州,5-7年经验,本科,外资（非欧美）,500-1000人,互联网/电子商务,21.5,3.068052935133617
8755,合肥-滨湖新区,无工作经验,高中,民营公司,1000-5000人,金融/投资/证券,5.5,1.7047480922384253
8756,成都,3-4年经验,大专,民营公司,1000-5000人,"租赁服务,互联网/电子商务",12.5,2.525728644308256
8757,广州-天河区,无工作经验,无学历要求,民营公司,150-500人,金融/投资/证券,5.25,1.6582280766035324
8758,北京-朝阳区,1年经验,本科,民营公司,少于50人,计算机服务(系统、数据服务、维修),8.0,2.079441541679836
8759,北京-朝阳区,无工作经验,本科,民营公司,少于50人,计算机服务(系统、数据服务、维修),3.75,1.3217558399823195
8760,广州-天河区,无工作经验,中专,民营公司,150-500人,金融/投资/证券,7.0,1.9459101490553128
8761,广州-天河区,无工作经验,中专,民营公司,150-500人,金融/投资/证券,7.0,1.9459101490553128
8762,合肥-滨湖新区,无工作经验,高中,民营公司,1000-5000人,金融/投资/证券,5.5,1.7047480922384253
8763,合肥-经开区,无工作经验,无学历要求,上市公司,150-500人,"互联网/电子商务,通信/电信运营、增值服务",7.0,1.9459101490553128
8764,合肥-经开区,无工作经验,无学历要求,上市公司,150-500人,"互联网/电子商务,通信/电信运营、增值服务",7.0,1.9459101490553128
8765,合肥-经开区,无工作经验,无学历要求,上市公司,150-500人,"互联网/电子商务,通信/电信运营、增值服务",7.0,1.9459101490553128
8766,深圳-南山区,无工作经验,无学历要求,民营公司,50-150人,计算机软件,6.0,1.791759469228055
8767,深圳-南山区,2年经验,本科,民营公司,50-150人,计算机软件,9.0,2.19722457733622
8768,深圳-南山区,2年经验,本科,民营公司,50-150人,计算机软件,9.0,2.19722457733622
8769,西安,无工作经验,无学历要求,外资（欧美）,10000人以上,"计算机软件,通信/电信/网络设备",4.5,1.5040773967762742
8770,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,7.0,1.9459101490553128
8771,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,9.0,2.19722457733622
8772,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,9.0,2.19722457733622
8773,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,7.0,1.9459101490553128
8774,东莞-长安镇,无工作经验,本科,合资,10000人以上,"通信/电信运营、增值服务,互联网/电子商务",6.0,1.791759469228055
8775,合肥-蜀山区,无工作经验,无学历要求,民营公司,50-150人,"通信/电信运营、增值服务,外包服务",7.0,1.9459101490553128
8776,合肥-经开区,无工作经验,无学历要求,民营公司,50-150人,"通信/电信运营、增值服务,外包服务",9.0,2.19722457733622
8777,合肥-滨湖新区,无工作经验,无学历要求,民营公司,50-150人,"通信/电信运营、增值服务,外包服务",9.0,2.19722457733622
8778,河南省,2年经验,本科,国企,10000人以上,"通信/电信运营、增值服务,计算机软件",10.416666666666668,2.3434070875143007
8779,常熟,1年经验,大专,外资（非欧美）,10000人以上,互联网/电子商务,7.0,1.9459101490553128
8780,深圳,3-4年经验,本科,合资,500-1000人,批发/零售,7.25,1.9810014688665836
8781,深圳-南山区,5-7年经验,本科,民营公司,1000-5000人,"计算机软件,互联网/电子商务",24.0,3.1780538303479458
8782,石家庄,2年经验,本科,国企,10000人以上,"通信/电信运营、增值服务,计算机软件",7.0,1.9459101490553128
8783,深圳-福田区,5-7年经验,大专,外资（欧美）,1000-5000人,计算机软件,17.5,2.862200880929469
8784,上海-普陀区,3-4年经验,本科,合资,10000人以上,互联网/电子商务,27.5,3.3141860046725258
8785,上海,3-4年经验,本科,外资（非欧美）,5000-10000人,房地产,17.5,2.862200880929469
8786,上海-徐汇区,无工作经验,大专,上市公司,10000人以上,"房地产,租赁服务",7.0,1.9459101490553128
8787,成都-高新区,无工作经验,无学历要求,民营公司,500-1000人,"互联网/电子商务,计算机软件",10.5,2.3513752571634776
8788,长沙,无工作经验,本科,外资（非欧美）,,,9.0,2.19722457733622
8789,东莞,无工作经验,本科,外资（非欧美）,,,9.0,2.19722457733622
8790,中山,无工作经验,本科,外资（非欧美）,,,9.0,2.19722457733622
8791,佛山,无工作经验,本科,外资（非欧美）,,,9.0,2.19722457733622
8792,珠海,无工作经验,本科,外资（非欧美）,,,9.0,2.19722457733622
8793,深圳,无工作经验,本科,外资（非欧美）,,,9.0,2.19722457733622
8794,广州,无工作经验,本科,外资（非欧美）,,,9.0,2.19722457733622
8795,合肥-经开区,无工作经验,无学历要求,上市公司,500-1000人,互联网/电子商务,7.0,1.9459101490553128
8796,合肥-经开区,无工作经验,无学历要求,上市公司,500-1000人,互联网/电子商务,7.0,1.9459101490553128
8797,合肥-瑶海区,无工作经验,无学历要求,上市公司,500-1000人,互联网/电子商务,7.0,1.9459101490553128
8798,杭州-余杭区,3-4年经验,本科,民营公司,500-1000人,"交通/运输/物流,互联网/电子商务",25.0,3.218875824868201
8799,北京,无工作经验,本科,上市公司,5000-10000人,"计算机软件,计算机服务(系统、数据服务、维修)",3.5,1.252762968495368
8800,合肥-蜀山区,无工作经验,无学历要求,上市公司,500-1000人,"通信/电信/网络设备,互联网/电子商务",7.0,1.9459101490553128
8801,合肥-经开区,无工作经验,无学历要求,上市公司,500-1000人,"通信/电信/网络设备,互联网/电子商务",5.25,1.6582280766035324
8802,合肥-经开区,无工作经验,无学历要求,上市公司,500-1000人,"通信/电信/网络设备,互联网/电子商务",5.25,1.6582280766035324
8803,深圳-福田区,3-4年经验,本科,外资（欧美）,150-500人,计算机硬件,22.5,3.1135153092103742
8804,武汉,2年经验,本科,合资,10000人以上,"计算机软件,计算机服务(系统、数据服务、维修)",12.0,2.4849066497880004
8805,深圳-福田区,5-7年经验,大专,外资（欧美）,1000-5000人,计算机软件,21.5,3.068052935133617
8806,常州-新北区,1年经验,本科,民营公司,1000-5000人,金融/投资/证券,4.5,1.5040773967762742
8807,徐州,1年经验,大专,外资（非欧美）,10000人以上,互联网/电子商务,4.0,1.3862943611198906
8808,北京-海淀区,3-4年经验,本科,民营公司,,互联网/电子商务,15.0,2.70805020110221
8809,杭州-余杭区,无工作经验,无学历要求,创业公司,50-150人,"互联网/电子商务,制药/生物工程",5.0,1.6094379124341005
8810,武汉-东湖新技术产业开发区,1年经验,本科,民营公司,500-1000人,"互联网/电子商务,租赁服务",5.0,1.6094379124341005
8811,上海-黄浦区,1年经验,无学历要求,国企,1000-5000人,"批发/零售,快速消费品(食品、饮料、化妆品)",5.0,1.6094379124341005
8812,上海,2年经验,本科,外资（非欧美）,10000人以上,互联网/电子商务,9.0,2.19722457733622
8813,北京-海淀区,2年经验,本科,外资（非欧美）,10000人以上,互联网/电子商务,12.5,2.525728644308256
8814,北京-海淀区,3-4年经验,本科,外资（非欧美）,10000人以上,互联网/电子商务,17.5,2.862200880929469
8815,北京,5-7年经验,大专,合资,500-1000人,金融/投资/证券,35.0,3.555348061489413
8816,北京,2年经验,大专,合资,500-1000人,金融/投资/证券,17.5,2.862200880929469
8817,北京,3-4年经验,大专,合资,500-1000人,金融/投资/证券,22.5,3.1135153092103742
8818,北京,3-4年经验,大专,合资,500-1000人,金融/投资/证券,17.5,2.862200880929469
8819,北京,2年经验,大专,合资,500-1000人,金融/投资/证券,17.5,2.862200880929469
8820,北京,2年经验,大专,合资,500-1000人,金融/投资/证券,17.5,2.862200880929469
8821,北京,2年经验,大专,合资,500-1000人,金融/投资/证券,22.5,3.1135153092103742
8822,北京,无工作经验,大专,合资,500-1000人,金融/投资/证券,9.0,2.19722457733622
8823,北京,3-4年经验,大专,合资,500-1000人,金融/投资/证券,12.5,2.525728644308256
8824,北京,3-4年经验,大专,合资,500-1000人,金融/投资/证券,22.5,3.1135153092103742
8825,北京,3-4年经验,大专,合资,500-1000人,金融/投资/证券,17.5,2.862200880929469
8826,北京,3-4年经验,大专,合资,500-1000人,金融/投资/证券,27.5,3.3141860046725258
8827,北京,3-4年经验,大专,合资,500-1000人,金融/投资/证券,17.5,2.862200880929469
8828,北京,3-4年经验,大专,合资,500-1000人,金融/投资/证券,17.5,2.862200880929469
8829,北京,3-4年经验,大专,合资,500-1000人,金融/投资/证券,22.5,3.1135153092103742
8830,北京-朝阳区,3-4年经验,大专,合资,500-1000人,金融/投资/证券,22.5,3.1135153092103742
8831,重庆-渝中区,3-4年经验,本科,民营公司,500-1000人,"计算机软件,金融/投资/证券",12.5,2.525728644308256
8832,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,7.0,1.9459101490553128
8833,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,7.0,1.9459101490553128
8834,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,7.0,1.9459101490553128
8835,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,7.0,1.9459101490553128
8836,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,9.0,2.19722457733622
8837,郑州-高新区,无工作经验,无学历要求,民营公司,1000-5000人,计算机软件,9.0,2.19722457733622
8838,上海,3-4年经验,本科,外资（非欧美）,5000-10000人,房地产,17.5,2.862200880929469
8839,合肥-蜀山区,无工作经验,无学历要求,上市公司,1000-5000人,电子技术/半导体/集成电路,5.25,1.6582280766035324
8840,北京,1年经验,大专,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.0,2.4849066497880004
8841,北京,无工作经验,无学历要求,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",10.5,2.3513752571634776
8842,北京,无工作经验,无学历要求,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.0,2.4849066497880004
8843,北京,无工作经验,无学历要求,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.0,2.4849066497880004
8844,北京,无工作经验,无学历要求,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.0,2.4849066497880004
8845,北京,1年经验,大专,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.0,2.4849066497880004
8846,北京,无工作经验,无学历要求,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",10.5,2.3513752571634776
8847,北京,无工作经验,无学历要求,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",10.5,2.3513752571634776
8848,北京,无工作经验,无学历要求,合资,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.0,2.4849066497880004
8849,长沙,1年经验,大专,上市公司,5000-10000人,教育/培训/院校,5.25,1.6582280766035324
8850,长沙,1年经验,大专,上市公司,5000-10000人,教育/培训/院校,5.25,1.6582280766035324
8851,长沙,1年经验,大专,上市公司,5000-10000人,教育/培训/院校,5.25,1.6582280766035324
8852,长沙,1年经验,大专,上市公司,5000-10000人,教育/培训/院校,5.25,1.6582280766035324
8853,长沙,1年经验,大专,上市公司,5000-10000人,教育/培训/院校,5.25,1.6582280766035324
8854,长沙,1年经验,大专,上市公司,5000-10000人,教育/培训/院校,5.25,1.6582280766035324
8855,长沙,1年经验,大专,上市公司,5000-10000人,教育/培训/院校,5.25,1.6582280766035324
8856,长沙,无工作经验,大专,上市公司,5000-10000人,教育/培训/院校,5.25,1.6582280766035324
8857,合肥-经开区,无工作经验,高中,民营公司,少于50人,通信/电信运营、增值服务,5.25,1.6582280766035324
8858,合肥-经开区,无工作经验,高中,民营公司,少于50人,通信/电信运营、增值服务,5.25,1.6582280766035324
8859,合肥-经开区,无工作经验,高中,民营公司,少于50人,通信/电信运营、增值服务,5.25,1.6582280766035324
