省,市,现存确诊人数,确诊人数,疑似人数,治愈人数,死亡人数,更新时间
安徽省,安庆,8,8,0.0,0,0,2020/01/27 08:47:51
安徽省,马鞍山,7,7,0.0,0,0,2020/01/27 08:47:51
安徽省,亳州,6,6,0.0,0,0,2020/01/27 08:47:51
安徽省,芜湖,6,6,0.0,0,0,2020/01/27 08:47:51
安徽省,六安,3,3,0.0,0,0,2020/01/27 08:47:51
安徽省,铜陵,3,3,0.0,0,0,2020/01/27 08:47:51
安徽省,宿州,3,3,0.0,0,0,2020/01/27 08:47:51
安徽省,蚌埠,3,3,0.0,0,0,2020/01/27 08:47:51
安徽省,滁州,2,2,0.0,0,0,2020/01/27 08:47:51
安徽省,淮南,2,2,0.0,0,0,2020/01/27 08:47:51
安徽省,池州,1,1,0.0,0,0,2020/01/27 08:47:51
安徽省,宣城,1,1,0.0,0,0,2020/01/27 08:47:51
安徽省,淮北,1,1,0.0,0,0,2020/01/27 08:47:51
安徽省,黄山,1,1,0.0,0,0,2020/01/27 08:47:51
安徽省,-,60,60,0.0,0,0,2020/01/26 09:53:44
安徽省,合肥,13,13,0.0,0,0,2020/01/26 09:53:44
安徽省,阜阳,10,10,0.0,0,0,2020/01/26 09:53:44
安徽省,马鞍山,7,7,0.0,0,0,2020/01/26 09:53:44
安徽省,亳州,6,6,0.0,0,0,2020/01/26 09:53:44
安徽省,安庆,5,5,0.0,0,0,2020/01/26 09:53:44
安徽省,六安,3,3,0.0,0,0,2020/01/26 09:53:44
安徽省,铜陵,3,3,0.0,0,0,2020/01/26 09:53:44
安徽省,芜湖,3,3,0.0,0,0,2020/01/26 09:53:44
安徽省,滁州,2,2,0.0,0,0,2020/01/26 09:53:44
安徽省,宿州,2,2,0.0,0,0,2020/01/26 09:53:44
安徽省,池州,1,1,0.0,0,0,2020/01/26 09:53:44
安徽省,蚌埠,1,1,0.0,0,0,2020/01/26 09:53:44
安徽省,宣城,1,1,0.0,0,0,2020/01/26 09:53:44
安徽省,淮北,1,1,0.0,0,0,2020/01/26 09:53:44
安徽省,淮南,1,1,0.0,0,0,2020/01/26 09:53:44
安徽省,黄山,1,1,0.0,0,0,2020/01/26 09:53:44
安徽省,-,30,30,0.0,0,0,2020/01/26 08:40:07
安徽省,阜阳,7,7,0.0,0,0,2020/01/26 08:40:07
安徽省,亳州,4,4,0.0,0,0,2020/01/26 08:40:07
安徽省,安庆,4,4,0.0,0,0,2020/01/26 08:40:07
安徽省,马鞍山,4,4,0.0,0,0,2020/01/26 08:40:07
安徽省,铜陵,3,3,0.0,0,0,2020/01/26 08:40:07
安徽省,六安,2,2,0.0,0,0,2020/01/26 08:40:07
安徽省,滁州,2,2,0.0,0,0,2020/01/26 08:40:07
安徽省,合肥,1,1,0.0,0,0,2020/01/26 08:40:07
安徽省,池州,1,1,0.0,0,0,2020/01/26 08:40:07
安徽省,蚌埠,1,1,0.0,0,0,2020/01/26 08:40:07
安徽省,芜湖,1,1,0.0,0,0,2020/01/26 08:40:07
安徽省,-,39,39,0.0,0,0,2020/01/25 11:01:25
安徽省,合肥,10,10,0.0,0,0,2020/01/25 11:01:25
安徽省,阜阳,7,7,0.0,0,0,2020/01/25 11:01:25
安徽省,亳州,4,4,0.0,0,0,2020/01/25 11:01:25
安徽省,安庆,4,4,0.0,0,0,2020/01/25 11:01:25
安徽省,马鞍山,4,4,0.0,0,0,2020/01/25 11:01:25
安徽省,铜陵,3,3,0.0,0,0,2020/01/25 11:01:25
安徽省,六安,2,2,0.0,0,0,2020/01/25 11:01:25
安徽省,滁州,2,2,0.0,0,0,2020/01/25 11:01:25
安徽省,池州,1,1,0.0,0,0,2020/01/25 11:01:25
安徽省,蚌埠,1,1,0.0,0,0,2020/01/25 11:01:25
安徽省,芜湖,1,1,0.0,0,0,2020/01/25 11:01:25
安徽省,-,39,39,0.0,0,0,2020/01/25 11:00:25
安徽省,合肥,10,10,0.0,0,0,2020/01/25 11:00:25
安徽省,阜阳,7,7,0.0,0,0,2020/01/25 11:00:25
安徽省,亳州,4,4,0.0,0,0,2020/01/25 11:00:25
安徽省,安庆,4,4,0.0,0,0,2020/01/25 11:00:25
安徽省,马鞍山,4,4,0.0,0,0,2020/01/25 11:00:25
安徽省,铜陵,3,3,0.0,0,0,2020/01/25 11:00:25
安徽省,六安,2,2,0.0,0,0,2020/01/25 11:00:25
安徽省,滁州,2,2,0.0,0,0,2020/01/25 11:00:25
安徽省,池州,1,1,0.0,0,0,2020/01/25 11:00:25
安徽省,蚌埠,1,1,0.0,0,0,2020/01/25 11:00:25
安徽省,-,39,39,0.0,0,0,2020/01/25 10:59:24
安徽省,合肥,10,10,0.0,0,0,2020/01/25 10:59:24
安徽省,阜阳,7,7,0.0,0,0,2020/01/25 10:59:24
安徽省,亳州,4,4,0.0,0,0,2020/01/25 10:59:24
安徽省,安庆,4,4,0.0,0,0,2020/01/25 10:59:24
安徽省,铜陵,3,3,0.0,0,0,2020/01/25 10:59:24
安徽省,六安,2,2,0.0,0,0,2020/01/25 10:59:24
安徽省,滁州,2,2,0.0,0,0,2020/01/25 10:59:24
安徽省,池州,1,1,0.0,0,0,2020/01/25 10:59:24
安徽省,蚌埠,1,1,0.0,0,0,2020/01/25 10:59:24
安徽省,-,39,39,0.0,0,0,2020/01/25 10:58:24
安徽省,合肥,10,10,0.0,0,0,2020/01/25 10:58:24
安徽省,阜阳,7,7,0.0,0,0,2020/01/25 10:58:24
安徽省,亳州,4,4,0.0,0,0,2020/01/25 10:58:24
安徽省,六安,2,2,0.0,0,0,2020/01/25 10:58:24
安徽省,滁州,2,2,0.0,0,0,2020/01/25 10:58:24
安徽省,安庆,1,1,0.0,0,0,2020/01/25 10:58:24
安徽省,池州,1,1,0.0,0,0,2020/01/25 10:58:24
安徽省,蚌埠,1,1,0.0,0,0,2020/01/25 10:58:24
安徽省,-,39,39,0.0,0,0,2020/01/25 09:52:46
安徽省,合肥,6,6,0.0,0,0,2020/01/25 09:52:46
安徽省,六安,2,2,0.0,0,0,2020/01/25 09:52:46
安徽省,阜阳,2,2,0.0,0,0,2020/01/25 09:52:46
安徽省,滁州,1,1,0.0,0,0,2020/01/25 09:52:46
安徽省,亳州,1,1,0.0,0,0,2020/01/25 09:52:46
安徽省,安庆,1,1,0.0,0,0,2020/01/25 09:52:46
安徽省,池州,1,1,0.0,0,0,2020/01/25 09:52:46
安徽省,蚌埠,1,1,0.0,0,0,2020/01/25 09:52:46
安徽省,-,15,15,0.0,0,0,2020/01/24 23:35:03
安徽省,合肥,6,6,0.0,0,0,2020/01/24 23:35:03
安徽省,六安,2,2,0.0,0,0,2020/01/24 23:35:03
安徽省,阜阳,2,2,0.0,0,0,2020/01/24 23:35:03
安徽省,滁州,1,1,0.0,0,0,2020/01/24 23:35:03
安徽省,亳州,1,1,0.0,0,0,2020/01/24 23:35:03
安徽省,安庆,1,1,0.0,0,0,2020/01/24 23:35:03
安徽省,池州,1,1,0.0,0,0,2020/01/24 23:35:03
安徽省,蚌埠,1,1,0.0,0,0,2020/01/24 23:35:03
安徽省,-,15,15,0.0,0,0,2020/01/24 10:16:55
安徽省,合肥,6,6,0.0,0,0,2020/01/24 10:16:55
安徽省,六安,2,2,0.0,0,0,2020/01/24 10:16:55
安徽省,滁州,1,1,0.0,0,0,2020/01/24 10:16:55
安徽省,阜阳,2,2,0.0,0,0,2020/01/24 10:16:55
安徽省,亳州,1,1,0.0,0,0,2020/01/24 10:16:55
安徽省,安庆,1,1,0.0,0,0,2020/01/24 10:16:55
安徽省,池州,1,1,0.0,0,0,2020/01/24 10:16:55
安徽省,蚌埠,1,1,0.0,0,0,2020/01/24 10:16:55
安徽省,-,15,15,0.0,0,0,2020/01/24 10:15:54
安徽省,合肥,6,6,0.0,0,0,2020/01/24 10:15:54
安徽省,六安,2,2,0.0,0,0,2020/01/24 10:15:54
安徽省,滁州,1,1,0.0,0,0,2020/01/24 10:15:54
安徽省,阜阳,2,2,0.0,0,0,2020/01/24 10:15:54
安徽省,亳州,1,1,0.0,0,0,2020/01/24 10:15:54
安徽省,安庆,1,1,0.0,0,0,2020/01/24 10:15:54
安徽省,-,15,15,0.0,0,0,2020/01/24 10:14:53
安徽省,合肥,6,6,0.0,0,0,2020/01/24 10:14:53
安徽省,六安,2,2,0.0,0,0,2020/01/24 10:14:53
安徽省,滁州,1,1,0.0,0,0,2020/01/24 10:14:53
安徽省,阜阳,1,1,0.0,0,0,2020/01/24 10:14:53
安徽省,亳州,1,1,0.0,0,0,2020/01/24 10:14:53
安徽省,-,15,15,0.0,0,0,2020/01/24 10:13:53
安徽省,合肥,6,6,0.0,0,0,2020/01/24 10:13:53
安徽省,六安,1,1,0.0,0,0,2020/01/24 10:13:53
安徽省,滁州,1,1,0.0,0,0,2020/01/24 10:13:53
安徽省,阜阳,1,1,0.0,0,0,2020/01/24 10:13:53
安徽省,亳州,1,1,0.0,0,0,2020/01/24 10:13:53
安徽省,-,15,15,0.0,0,0,2020/01/24 09:25:27
安徽省,合肥,5,5,0.0,0,0,2020/01/24 09:25:27
安徽省,六安,1,1,0.0,0,0,2020/01/24 09:25:27
安徽省,滁州,1,1,0.0,0,0,2020/01/24 09:25:27
安徽省,阜阳,1,1,0.0,0,0,2020/01/24 09:25:27
安徽省,亳州,1,1,0.0,0,0,2020/01/24 09:25:27
安徽省,-,9,9,0.0,0,0,2020/01/24 03:50:31
安徽省,合肥,5,5,0.0,0,0,2020/01/24 03:50:31
安徽省,六安,1,1,0.0,0,0,2020/01/24 03:50:31
安徽省,滁州,1,1,0.0,0,0,2020/01/24 03:50:31
安徽省,阜阳,1,1,0.0,0,0,2020/01/24 03:50:31
安徽省,亳州,1,1,0.0,0,0,2020/01/24 03:50:31
安徽省,-,9,9,0.0,0,0,2020/01/24 03:35:10
安徽省,-,9,9,4.0,0,0,2020/01/23 12:49:32
安徽省,-,1,1,4.0,0,0,2020/01/22 17:28:34
安徽省,-,0,0,3.0,0,0,2020/01/22 09:34:17
安徽省,-,0,0,2.0,0,0,2020/01/22 08:26:15
安徽省,-,0,0,1.0,0,0,2020/01/22 03:28:10
江苏省,-,95,631,0.0,536,0,2020/03/01 18:06:02
江苏省,南京,30,93,0.0,63,0,2020/03/01 18:06:02
江苏省,苏州,23,87,0.0,64,0,2020/03/01 18:06:02
江苏省,连云港,11,48,0.0,37,0,2020/03/01 18:06:02
江苏省,淮安,9,66,0.0,57,0,2020/03/01 18:06:02
江苏省,徐州,8,79,0.0,71,0,2020/03/01 18:06:02
江苏省,无锡,6,55,0.0,49,0,2020/03/01 18:06:02
江苏省,常州,3,51,0.0,48,0,2020/03/01 18:06:02
江苏省,南通,3,40,0.0,37,0,2020/03/01 18:06:02
江苏省,宿迁,1,13,0.0,12,0,2020/03/01 18:06:02
江苏省,镇江,1,12,0.0,11,0,2020/03/01 18:06:02
江苏省,泰州,0,37,0.0,37,0,2020/03/01 18:06:02
江苏省,盐城,0,27,0.0,27,0,2020/03/01 18:06:02
江苏省,扬州,0,23,0.0,23,0,2020/03/01 18:06:02
江苏省,-,100,631,0.0,531,0,2020/03/01 11:57:01
江苏省,南京,35,93,0.0,58,0,2020/03/01 11:57:01
江苏省,苏州,23,87,0.0,64,0,2020/03/01 11:57:01
江苏省,连云港,11,48,0.0,37,0,2020/03/01 11:57:01
江苏省,淮安,9,66,0.0,57,0,2020/03/01 11:57:01
江苏省,徐州,8,79,0.0,71,0,2020/03/01 11:57:01
江苏省,无锡,6,55,0.0,49,0,2020/03/01 11:57:01
江苏省,常州,3,51,0.0,48,0,2020/03/01 11:57:01
江苏省,南通,3,40,0.0,37,0,2020/03/01 11:57:01
江苏省,宿迁,1,13,0.0,12,0,2020/03/01 11:57:01
江苏省,镇江,1,12,0.0,11,0,2020/03/01 11:57:01
江苏省,泰州,0,37,0.0,37,0,2020/03/01 11:57:01
江苏省,盐城,0,27,0.0,27,0,2020/03/01 11:57:01
江苏省,扬州,0,23,0.0,23,0,2020/03/01 11:57:01
江苏省,-,102,631,0.0,529,0,2020/03/01 08:49:02
江苏省,南京,35,93,0.0,58,0,2020/03/01 08:49:02
江苏省,苏州,23,87,0.0,64,0,2020/03/01 08:49:02
江苏省,淮安,11,66,0.0,55,0,2020/03/01 08:49:02
江苏省,连云港,11,48,0.0,37,0,2020/03/01 08:49:02
江苏省,徐州,8,79,0.0,71,0,2020/03/01 08:49:02
江苏省,无锡,6,55,0.0,49,0,2020/03/01 08:49:02
江苏省,常州,3,51,0.0,48,0,2020/03/01 08:49:02
江苏省,南通,3,40,0.0,37,0,2020/03/01 08:49:02
江苏省,宿迁,1,13,0.0,12,0,2020/03/01 08:49:02
江苏省,镇江,1,12,0.0,11,0,2020/03/01 08:49:02
江苏省,泰州,0,37,0.0,37,0,2020/03/01 08:49:02
江苏省,盐城,0,27,0.0,27,0,2020/03/01 08:49:02
江苏省,扬州,0,23,0.0,23,0,2020/03/01 08:49:02
江苏省,-,108,631,0.0,523,0,2020/02/29 15:14:20
江苏省,南京,35,93,0.0,58,0,2020/02/29 15:14:20
江苏省,苏州,25,87,0.0,62,0,2020/02/29 15:14:20
江苏省,连云港,13,48,0.0,35,0,2020/02/29 15:14:20
江苏省,淮安,11,66,0.0,55,0,2020/02/29 15:14:20
江苏省,徐州,8,79,0.0,71,0,2020/02/29 15:14:20
江苏省,无锡,7,55,0.0,48,0,2020/02/29 15:14:20
江苏省,常州,3,51,0.0,48,0,2020/02/29 15:14:20
江苏省,南通,3,40,0.0,37,0,2020/02/29 15:14:20
江苏省,镇江,2,12,0.0,10,0,2020/02/29 15:14:20
江苏省,宿迁,1,13,0.0,12,0,2020/02/29 15:14:20
江苏省,泰州,0,37,0.0,37,0,2020/02/29 15:14:20
江苏省,盐城,0,27,0.0,27,0,2020/02/29 15:14:20
江苏省,扬州,0,23,0.0,23,0,2020/02/29 15:14:20
江苏省,-,112,631,0.0,519,0,2020/02/29 13:08:48
江苏省,南京,35,93,0.0,58,0,2020/02/29 13:08:48
江苏省,苏州,25,87,0.0,62,0,2020/02/29 13:08:48
江苏省,连云港,13,48,0.0,35,0,2020/02/29 13:08:48
江苏省,淮安,11,66,0.0,55,0,2020/02/29 13:08:48
江苏省,徐州,8,79,0.0,71,0,2020/02/29 13:08:48
江苏省,无锡,7,55,0.0,48,0,2020/02/29 13:08:48
江苏省,扬州,4,23,0.0,19,0,2020/02/29 13:08:48
江苏省,常州,3,51,0.0,48,0,2020/02/29 13:08:48
江苏省,南通,3,40,0.0,37,0,2020/02/29 13:08:48
江苏省,镇江,2,12,0.0,10,0,2020/02/29 13:08:48
江苏省,宿迁,1,13,0.0,12,0,2020/02/29 13:08:48
江苏省,泰州,0,37,0.0,37,0,2020/02/29 13:08:48
江苏省,盐城,0,27,0.0,27,0,2020/02/29 13:08:48
江苏省,-,116,631,0.0,515,0,2020/02/28 16:24:58
江苏省,南京,35,93,0.0,58,0,2020/02/28 16:24:58
江苏省,苏州,25,87,0.0,62,0,2020/02/28 16:24:58
江苏省,连云港,13,48,0.0,35,0,2020/02/28 16:24:58
江苏省,淮安,11,66,0.0,55,0,2020/02/28 16:24:58
江苏省,徐州,8,79,0.0,71,0,2020/02/28 16:24:58
江苏省,无锡,7,55,0.0,48,0,2020/02/28 16:24:58
江苏省,扬州,6,23,0.0,17,0,2020/02/28 16:24:58
江苏省,常州,3,51,0.0,48,0,2020/02/28 16:24:58
江苏省,南通,3,40,0.0,37,0,2020/02/28 16:24:58
江苏省,盐城,2,27,0.0,25,0,2020/02/28 16:24:58
江苏省,镇江,2,12,0.0,10,0,2020/02/28 16:24:58
江苏省,宿迁,1,13,0.0,12,0,2020/02/28 16:24:58
江苏省,泰州,0,37,0.0,37,0,2020/02/28 16:24:58
江苏省,-,117,631,0.0,514,0,2020/02/28 12:35:55
江苏省,南京,35,93,0.0,58,0,2020/02/28 12:35:55
江苏省,苏州,25,87,0.0,62,0,2020/02/28 12:35:55
江苏省,连云港,13,48,0.0,35,0,2020/02/28 12:35:55
江苏省,淮安,11,66,0.0,55,0,2020/02/28 12:35:55
江苏省,徐州,8,79,0.0,71,0,2020/02/28 12:35:55
江苏省,无锡,8,55,0.0,47,0,2020/02/28 12:35:55
江苏省,扬州,6,23,0.0,17,0,2020/02/28 12:35:55
江苏省,常州,3,51,0.0,48,0,2020/02/28 12:35:55
江苏省,南通,3,40,0.0,37,0,2020/02/28 12:35:55
江苏省,盐城,2,27,0.0,25,0,2020/02/28 12:35:55
江苏省,镇江,2,12,0.0,10,0,2020/02/28 12:35:55
江苏省,宿迁,1,13,0.0,12,0,2020/02/28 12:35:55
江苏省,泰州,0,37,0.0,37,0,2020/02/28 12:35:55
江苏省,-,125,631,0.0,506,0,2020/02/28 09:09:24
江苏省,南京,35,93,0.0,58,0,2020/02/28 09:09:24
江苏省,苏州,28,87,0.0,59,0,2020/02/28 09:09:24
江苏省,淮安,16,66,0.0,50,0,2020/02/28 09:09:24
江苏省,连云港,13,48,0.0,35,0,2020/02/28 09:09:24
江苏省,徐州,8,79,0.0,71,0,2020/02/28 09:09:24
江苏省,无锡,8,55,0.0,47,0,2020/02/28 09:09:24
江苏省,扬州,6,23,0.0,17,0,2020/02/28 09:09:24
江苏省,常州,3,51,0.0,48,0,2020/02/28 09:09:24
江苏省,南通,3,40,0.0,37,0,2020/02/28 09:09:24
江苏省,盐城,2,27,0.0,25,0,2020/02/28 09:09:24
江苏省,镇江,2,12,0.0,10,0,2020/02/28 09:09:24
江苏省,宿迁,1,13,0.0,12,0,2020/02/28 09:09:24
江苏省,泰州,0,37,0.0,37,0,2020/02/28 09:09:24
江苏省,-,133,631,0.0,498,0,2020/02/27 22:10:54
江苏省,南京,35,93,0.0,58,0,2020/02/27 22:10:54
江苏省,苏州,28,87,0.0,59,0,2020/02/27 22:10:54
江苏省,淮安,16,66,0.0,50,0,2020/02/27 22:10:54
江苏省,连云港,15,48,0.0,33,0,2020/02/27 22:10:54
江苏省,徐州,8,79,0.0,71,0,2020/02/27 22:10:54
江苏省,无锡,8,55,0.0,47,0,2020/02/27 22:10:54
江苏省,扬州,6,23,0.0,17,0,2020/02/27 22:10:54
江苏省,泰州,5,37,0.0,32,0,2020/02/27 22:10:54
江苏省,常州,3,51,0.0,48,0,2020/02/27 22:10:54
江苏省,南通,3,40,0.0,37,0,2020/02/27 22:10:54
江苏省,盐城,2,27,0.0,25,0,2020/02/27 22:10:54
江苏省,宿迁,2,13,0.0,11,0,2020/02/27 22:10:54
江苏省,镇江,2,12,0.0,10,0,2020/02/27 22:10:54
江苏省,-,135,631,0.0,496,0,2020/02/27 17:54:22
江苏省,南京,35,93,0.0,58,0,2020/02/27 17:54:22
江苏省,苏州,28,87,0.0,59,0,2020/02/27 17:54:22
江苏省,淮安,16,66,0.0,50,0,2020/02/27 17:54:22
江苏省,连云港,15,48,0.0,33,0,2020/02/27 17:54:22
江苏省,无锡,10,55,0.0,45,0,2020/02/27 17:54:22
江苏省,徐州,8,79,0.0,71,0,2020/02/27 17:54:22
江苏省,扬州,6,23,0.0,17,0,2020/02/27 17:54:22
江苏省,泰州,5,37,0.0,32,0,2020/02/27 17:54:22
江苏省,常州,3,51,0.0,48,0,2020/02/27 17:54:22
江苏省,南通,3,40,0.0,37,0,2020/02/27 17:54:22
江苏省,盐城,2,27,0.0,25,0,2020/02/27 17:54:22
江苏省,宿迁,2,13,0.0,11,0,2020/02/27 17:54:22
江苏省,镇江,2,12,0.0,10,0,2020/02/27 17:54:22
江苏省,-,137,631,0.0,494,0,2020/02/27 08:54:50
江苏省,南京,35,93,0.0,58,0,2020/02/27 08:54:50
江苏省,苏州,28,87,0.0,59,0,2020/02/27 08:54:50
江苏省,淮安,16,66,0.0,50,0,2020/02/27 08:54:50
江苏省,连云港,15,48,0.0,33,0,2020/02/27 08:54:50
江苏省,徐州,10,79,0.0,69,0,2020/02/27 08:54:50
江苏省,无锡,10,55,0.0,45,0,2020/02/27 08:54:50
江苏省,扬州,6,23,0.0,17,0,2020/02/27 08:54:50
江苏省,泰州,5,37,0.0,32,0,2020/02/27 08:54:50
江苏省,常州,3,51,0.0,48,0,2020/02/27 08:54:50
江苏省,南通,3,40,0.0,37,0,2020/02/27 08:54:50
江苏省,盐城,2,27,0.0,25,0,2020/02/27 08:54:50
江苏省,宿迁,2,13,0.0,11,0,2020/02/27 08:54:50
江苏省,镇江,2,12,0.0,10,0,2020/02/27 08:54:50
江苏省,-,153,631,0.0,478,0,2020/02/26 18:09:57
江苏省,南京,35,93,0.0,58,0,2020/02/26 18:09:57
江苏省,苏州,28,87,0.0,59,0,2020/02/26 18:09:57
江苏省,连云港,21,48,0.0,27,0,2020/02/26 18:09:57
江苏省,淮安,16,66,0.0,50,0,2020/02/26 18:09:57
江苏省,无锡,13,55,0.0,42,0,2020/02/26 18:09:57
江苏省,徐州,10,79,0.0,69,0,2020/02/26 18:09:57
江苏省,泰州,9,37,0.0,28,0,2020/02/26 18:09:57
江苏省,扬州,6,23,0.0,17,0,2020/02/26 18:09:57
江苏省,南通,5,40,0.0,35,0,2020/02/26 18:09:57
江苏省,常州,3,51,0.0,48,0,2020/02/26 18:09:57
江苏省,盐城,3,27,0.0,24,0,2020/02/26 18:09:57
江苏省,宿迁,2,13,0.0,11,0,2020/02/26 18:09:57
江苏省,镇江,2,12,0.0,10,0,2020/02/26 18:09:57
江苏省,-,155,631,0.0,476,0,2020/02/26 17:50:59
江苏省,南京,35,93,0.0,58,0,2020/02/26 17:50:59
江苏省,苏州,28,87,0.0,59,0,2020/02/26 17:50:59
江苏省,连云港,21,48,0.0,27,0,2020/02/26 17:50:59
江苏省,淮安,16,66,0.0,50,0,2020/02/26 17:50:59
江苏省,无锡,13,55,0.0,42,0,2020/02/26 17:50:59
江苏省,徐州,12,79,0.0,67,0,2020/02/26 17:50:59
江苏省,泰州,9,37,0.0,28,0,2020/02/26 17:50:59
江苏省,扬州,6,23,0.0,17,0,2020/02/26 17:50:59
江苏省,南通,5,40,0.0,35,0,2020/02/26 17:50:59
江苏省,常州,3,51,0.0,48,0,2020/02/26 17:50:59
江苏省,盐城,3,27,0.0,24,0,2020/02/26 17:50:59
江苏省,宿迁,2,13,0.0,11,0,2020/02/26 17:50:59
江苏省,镇江,2,12,0.0,10,0,2020/02/26 17:50:59
江苏省,-,162,631,0.0,469,0,2020/02/26 13:10:02
江苏省,南京,35,93,0.0,58,0,2020/02/26 13:10:02
江苏省,苏州,28,87,0.0,59,0,2020/02/26 13:10:02
江苏省,连云港,21,48,0.0,27,0,2020/02/26 13:10:02
江苏省,淮安,16,66,0.0,50,0,2020/02/26 13:10:02
江苏省,无锡,13,55,0.0,42,0,2020/02/26 13:10:02
江苏省,徐州,12,79,0.0,67,0,2020/02/26 13:10:02
江苏省,常州,10,51,0.0,41,0,2020/02/26 13:10:02
江苏省,泰州,9,37,0.0,28,0,2020/02/26 13:10:02
江苏省,扬州,6,23,0.0,17,0,2020/02/26 13:10:02
江苏省,南通,5,40,0.0,35,0,2020/02/26 13:10:02
江苏省,盐城,3,27,0.0,24,0,2020/02/26 13:10:02
江苏省,宿迁,2,13,0.0,11,0,2020/02/26 13:10:02
江苏省,镇江,2,12,0.0,10,0,2020/02/26 13:10:02
江苏省,-,164,631,0.0,467,0,2020/02/26 11:52:08
江苏省,南京,35,93,0.0,58,0,2020/02/26 11:52:08
江苏省,苏州,30,87,0.0,57,0,2020/02/26 11:52:08
江苏省,连云港,21,48,0.0,27,0,2020/02/26 11:52:08
江苏省,淮安,16,66,0.0,50,0,2020/02/26 11:52:08
江苏省,无锡,13,55,0.0,42,0,2020/02/26 11:52:08
江苏省,徐州,12,79,0.0,67,0,2020/02/26 11:52:08
江苏省,常州,10,51,0.0,41,0,2020/02/26 11:52:08
江苏省,泰州,9,37,0.0,28,0,2020/02/26 11:52:08
江苏省,扬州,6,23,0.0,17,0,2020/02/26 11:52:08
江苏省,南通,5,40,0.0,35,0,2020/02/26 11:52:08
江苏省,盐城,3,27,0.0,24,0,2020/02/26 11:52:08
江苏省,宿迁,2,13,0.0,11,0,2020/02/26 11:52:08
江苏省,镇江,2,12,0.0,10,0,2020/02/26 11:52:08
江苏省,-,168,631,0.0,463,0,2020/02/26 09:04:43
江苏省,南京,35,93,0.0,58,0,2020/02/26 09:04:43
江苏省,苏州,30,87,0.0,57,0,2020/02/26 09:04:43
江苏省,连云港,21,48,0.0,27,0,2020/02/26 09:04:43
江苏省,淮安,20,66,0.0,46,0,2020/02/26 09:04:43
江苏省,无锡,13,55,0.0,42,0,2020/02/26 09:04:43
江苏省,徐州,12,79,0.0,67,0,2020/02/26 09:04:43
江苏省,常州,10,51,0.0,41,0,2020/02/26 09:04:43
江苏省,泰州,9,37,0.0,28,0,2020/02/26 09:04:43
江苏省,扬州,6,23,0.0,17,0,2020/02/26 09:04:43
江苏省,南通,5,40,0.0,35,0,2020/02/26 09:04:43
江苏省,盐城,3,27,0.0,24,0,2020/02/26 09:04:43
江苏省,宿迁,2,13,0.0,11,0,2020/02/26 09:04:43
江苏省,镇江,2,12,0.0,10,0,2020/02/26 09:04:43
江苏省,-,173,631,0.0,458,0,2020/02/25 08:53:12
江苏省,南京,36,93,0.0,57,0,2020/02/25 08:53:12
江苏省,苏州,30,87,0.0,57,0,2020/02/25 08:53:12
江苏省,连云港,23,48,0.0,25,0,2020/02/25 08:53:12
江苏省,淮安,20,66,0.0,46,0,2020/02/25 08:53:12
江苏省,无锡,14,55,0.0,41,0,2020/02/25 08:53:12
江苏省,徐州,12,79,0.0,67,0,2020/02/25 08:53:12
江苏省,常州,10,51,0.0,41,0,2020/02/25 08:53:12
江苏省,泰州,9,37,0.0,28,0,2020/02/25 08:53:12
江苏省,南通,6,40,0.0,34,0,2020/02/25 08:53:12
江苏省,扬州,6,23,0.0,17,0,2020/02/25 08:53:12
江苏省,盐城,3,27,0.0,24,0,2020/02/25 08:53:12
江苏省,宿迁,2,13,0.0,11,0,2020/02/25 08:53:12
江苏省,镇江,2,12,0.0,10,0,2020/02/25 08:53:12
江苏省,-,179,631,0.0,452,0,2020/02/24 22:51:04
江苏省,南京,36,93,0.0,57,0,2020/02/24 22:51:04
江苏省,苏州,30,87,0.0,57,0,2020/02/24 22:51:04
江苏省,连云港,24,48,0.0,24,0,2020/02/24 22:51:04
江苏省,淮安,20,66,0.0,46,0,2020/02/24 22:51:04
江苏省,无锡,14,55,0.0,41,0,2020/02/24 22:51:04
江苏省,徐州,12,79,0.0,67,0,2020/02/24 22:51:04
江苏省,泰州,11,37,0.0,26,0,2020/02/24 22:51:04
江苏省,常州,10,51,0.0,41,0,2020/02/24 22:51:04
江苏省,南通,7,40,0.0,33,0,2020/02/24 22:51:04
江苏省,扬州,6,23,0.0,17,0,2020/02/24 22:51:04
江苏省,宿迁,4,13,0.0,9,0,2020/02/24 22:51:04
江苏省,盐城,3,27,0.0,24,0,2020/02/24 22:51:04
江苏省,镇江,2,12,0.0,10,0,2020/02/24 22:51:04
江苏省,-,184,631,0.0,447,0,2020/02/24 19:58:23
江苏省,南京,41,93,0.0,52,0,2020/02/24 19:58:23
江苏省,苏州,30,87,0.0,57,0,2020/02/24 19:58:23
江苏省,连云港,24,48,0.0,24,0,2020/02/24 19:58:23
江苏省,淮安,20,66,0.0,46,0,2020/02/24 19:58:23
江苏省,无锡,14,55,0.0,41,0,2020/02/24 19:58:23
江苏省,徐州,12,79,0.0,67,0,2020/02/24 19:58:23
江苏省,泰州,11,37,0.0,26,0,2020/02/24 19:58:23
江苏省,常州,10,51,0.0,41,0,2020/02/24 19:58:23
江苏省,南通,7,40,0.0,33,0,2020/02/24 19:58:23
江苏省,扬州,6,23,0.0,17,0,2020/02/24 19:58:23
江苏省,宿迁,4,13,0.0,9,0,2020/02/24 19:58:23
